STROKE 1
138 130 1775709613.272000
152 120 1775709613.303000
159 118 1775709613.319000
167 118 1775709613.336000
174 118 1775709613.352000
178 122 1775709613.369000
179 128 1775709613.386000
179 136 1775709613.402000
179 142 1775709613.419000
175 149 1775709613.436000
170 154 1775709613.452000
162 157 1775709613.469000
155 159 1775709613.485000
149 159 1775709613.502000
145 159 1775709613.519000
143 156 1775709613.535000
142 153 1775709613.552000
142 149 1775709613.569000
143 147 1775709613.585000

STROKE 2
204 126 1775709613.892000
215 119 1775709613.952000
219 121 1775709613.968000
221 125 1775709613.985000
223 132 1775709614.002000
223 140 1775709614.018000
220 147 1775709614.035000
214 153 1775709614.051000
205 156 1775709614.068000
197 157 1775709614.085000
189 157 1775709614.101000
184 154 1775709614.118000
182 151 1775709614.134000
181 149 1775709614.151000

STROKE 3
264 144 1775709617.071000
256 147 1775709617.114000
250 147 1775709617.130000
244 147 1775709617.148000
238 147 1775709617.164000
234 145 1775709617.181000
231 141 1775709617.197000
230 137 1775709617.214000
230 132 1775709617.230000
232 128 1775709617.247000
237 124 1775709617.264000
242 121 1775709617.280000
247 120 1775709617.297000
251 119 1775709617.313000
254 119 1775709617.330000
255 119 1775709617.347000
256 119 1775709617.363000
255 119 1775709617.397000
247 117 1775709617.414000
240 112 1775709617.430000
235 107 1775709617.447000
235 102 1775709617.464000
236 98 1775709617.480000
247 95 1775709617.497000
256 93 1775709617.513000

