STROKE 1
138 133 1775662369.188000
150 128 1775662369.229000
155 131 1775662369.246000
159 136 1775662369.262000
160 141 1775662369.279000
160 146 1775662369.296000
158 149 1775662369.312000
153 150 1775662369.329000
150 151 1775662369.345000
149 151 1775662369.362000
149 152 1775662369.379000
150 155 1775662369.395000
154 159 1775662369.412000
158 164 1775662369.428000
160 169 1775662369.445000
160 174 1775662369.462000
160 177 1775662369.478000
158 179 1775662369.495000
154 179 1775662369.512000
150 179 1775662369.528000
148 178 1775662369.545000
147 177 1775662369.561000
147 176 1775662369.578000

STROKE 2
163 162 1775662369.753000
161 147 1775662369.795000
163 142 1775662369.811000
168 139 1775662369.828000
175 136 1775662369.845000
184 136 1775662369.861000
191 136 1775662369.878000
196 139 1775662369.895000
200 144 1775662369.911000
201 149 1775662369.928000
201 153 1775662369.945000
201 158 1775662369.961000
201 162 1775662369.978000
198 166 1775662369.994000
195 169 1775662370.011000
191 171 1775662370.027000
188 172 1775662370.044000
185 172 1775662370.061000
183 172 1775662370.077000
183 167 1775662370.094000
183 163 1775662370.111000
187 159 1775662370.127000
194 158 1775662370.144000
198 158 1775662370.160000

STROKE 3
162 110 1775662370.451000
169 107 1775662370.493000
183 115 1775662370.510000
197 124 1775662370.527000
206 128 1775662370.543000

STROKE 4
188 209 1775662370.835000
189 195 1775662371.127000
189 195 1775662371.143000
188 196 1775662371.159000
187 196 1775662371.176000
187 198 1775662371.192000

