STROKE 1
127 113 1775579631.195000
138 106 1775579631.238000
143 104 1775579631.255000
148 102 1775579631.271000
151 102 1775579631.288000
155 102 1775579631.305000
158 105 1775579631.321000
159 111 1775579631.338000
160 118 1775579631.355000
160 124 1775579631.371000
158 130 1775579631.388000
154 135 1775579631.404000
149 139 1775579631.421000
144 142 1775579631.438000
140 143 1775579631.454000
135 144 1775579631.471000
131 144 1775579631.488000
128 144 1775579631.504000
126 144 1775579631.521000
125 144 1775579631.538000
125 144 1775579631.571000

STROKE 2
197 99 1775579631.777000
204 103 1775579631.837000
207 107 1775579631.854000
209 111 1775579631.871000
209 117 1775579631.887000
207 123 1775579631.904000
200 129 1775579631.920000
192 133 1775579631.937000
185 136 1775579631.954000
177 136 1775579631.970000
171 136 1775579631.987000
166 136 1775579632.004000
162 134 1775579632.020000
158 132 1775579632.037000
156 129 1775579632.053000
156 128 1775579632.070000

STROKE 3
188 143 1775579632.360000
194 136 1775579632.437000
199 136 1775579632.453000
204 137 1775579632.469000
209 140 1775579632.486000
211 145 1775579632.503000
212 150 1775579632.520000
212 157 1775579632.536000
207 164 1775579632.553000
202 168 1775579632.569000
196 171 1775579632.586000
191 172 1775579632.603000
185 172 1775579632.619000
179 172 1775579632.636000
174 167 1775579632.652000
170 161 1775579632.669000
169 156 1775579632.686000
169 154 1775579632.702000
170 152 1775579632.719000
178 150 1775579632.736000
183 149 1775579632.752000

STROKE 4
211 118 1775579632.959000
207 107 1775579633.002000
209 103 1775579633.019000
212 101 1775579633.035000
218 99 1775579633.052000
224 98 1775579633.068000
229 97 1775579633.085000
235 97 1775579633.102000
240 97 1775579633.118000
244 101 1775579633.135000
248 104 1775579633.152000
251 108 1775579633.168000
252 110 1775579633.185000
253 113 1775579633.201000
253 114 1775579633.218000
253 115 1775579633.235000
253 115 1775579633.251000
252 116 1775579633.268000

STROKE 5
286 98 1775579633.475000
277 101 1775579633.534000
273 101 1775579633.551000
268 101 1775579633.568000
263 101 1775579633.584000
259 100 1775579633.601000
258 99 1775579633.617000
257 98 1775579633.634000
258 97 1775579633.651000
264 97 1775579633.667000
273 97 1775579633.684000
278 97 1775579633.700000

STROKE 6
285 127 1775579633.890000
281 125 1775579634.067000
277 125 1775579634.084000
274 124 1775579634.100000
272 123 1775579634.117000
271 122 1775579634.133000
280 122 1775579634.167000
287 123 1775579634.184000

