STROKE 1
159 145 1775646103.363000
167 134 1775646103.404000
173 134 1775646103.421000
180 134 1775646103.438000
188 136 1775646103.454000
194 140 1775646103.471000
197 145 1775646103.488000
199 150 1775646103.504000
199 156 1775646103.521000
197 161 1775646103.537000
190 165 1775646103.554000
181 168 1775646103.571000
171 168 1775646103.587000
161 168 1775646103.604000
154 164 1775646103.621000
150 158 1775646103.637000
150 152 1775646103.654000
150 147 1775646103.670000
151 143 1775646103.687000
157 140 1775646103.704000
164 139 1775646103.720000
170 139 1775646103.737000
173 139 1775646103.754000
174 143 1775646103.770000
174 148 1775646103.787000
174 155 1775646103.803000
174 161 1775646103.820000
174 167 1775646103.837000

STROKE 2
177 129 1775646104.078000
170 126 1775646104.103000
165 126 1775646104.120000
161 122 1775646104.137000
157 117 1775646104.153000
155 108 1775646104.170000
155 98 1775646104.186000
157 89 1775646104.203000
164 84 1775646104.220000
171 82 1775646104.236000
177 82 1775646104.253000
183 82 1775646104.270000
187 87 1775646104.286000
189 94 1775646104.303000
191 101 1775646104.319000
191 109 1775646104.336000
191 115 1775646104.353000
189 120 1775646104.369000
185 123 1775646104.386000
179 124 1775646104.403000
174 124 1775646104.419000
171 122 1775646104.436000
169 118 1775646104.452000
168 115 1775646104.469000
168 113 1775646104.486000
173 111 1775646104.503000
181 110 1775646104.519000
199 111 1775646104.536000

