STROKE 1
143 155 1775907839.006000
141 164 1775907839.049000
141 171 1775907839.065000
144 177 1775907839.082000
149 181 1775907839.099000
155 182 1775907839.115000
161 182 1775907839.132000
166 181 1775907839.149000
170 178 1775907839.165000
172 173 1775907839.182000
174 169 1775907839.199000
176 165 1775907839.215000
178 161 1775907839.232000
179 158 1775907839.248000
180 157 1775907839.265000
180 156 1775907839.282000
180 159 1775907839.332000
180 164 1775907839.349000
180 172 1775907839.365000
180 185 1775907839.382000
180 198 1775907839.398000
180 211 1775907839.415000
180 222 1775907839.432000
177 230 1775907839.448000
173 235 1775907839.465000
167 237 1775907839.481000
160 238 1775907839.498000
152 238 1775907839.515000
145 233 1775907839.531000
137 222 1775907839.548000
131 206 1775907839.565000
127 187 1775907839.581000
126 169 1775907839.598000
125 153 1775907839.614000
125 140 1775907839.631000
127 130 1775907839.648000
134 124 1775907839.664000
145 121 1775907839.681000
162 120 1775907839.698000
193 125 1775907839.714000

STROKE 2
228 183 1775907839.957000
218 185 1775907839.997000
211 185 1775907840.014000
204 185 1775907840.031000
198 181 1775907840.048000
194 174 1775907840.064000
194 166 1775907840.080000
194 160 1775907840.097000
196 156 1775907840.114000
201 155 1775907840.130000
206 155 1775907840.147000
209 155 1775907840.164000
210 155 1775907840.180000
210 155 1775907840.197000
210 156 1775907840.214000
209 156 1775907840.230000
204 156 1775907840.247000
198 154 1775907840.263000
193 147 1775907840.280000
191 139 1775907840.297000
191 132 1775907840.313000
196 126 1775907840.330000
204 124 1775907840.347000
213 124 1775907840.363000
219 125 1775907840.380000

STROKE 3
243 155 1775907840.588000
243 156 1775907840.847000
242 156 1775907840.863000
241 155 1775907840.880000
241 153 1775907840.896000
241 151 1775907840.913000
241 150 1775907840.929000
242 150 1775907840.946000
244 150 1775907840.963000

STROKE 4
247 187 1775907841.189000
246 181 1775907841.362000
246 180 1775907841.379000
245 182 1775907841.446000
244 183 1775907841.462000
243 183 1775907841.479000
242 183 1775907841.495000

