STROKE 1
139 125 1775797130.053000
138 135 1775797130.130000
138 140 1775797130.147000
141 144 1775797130.163000
144 148 1775797130.180000

STROKE 2
177 123 1775797133.242000
180 125 1775797133.357000
180 128 1775797133.374000
180 131 1775797133.391000
180 135 1775797133.408000
179 139 1775797133.424000
175 142 1775797133.441000
172 146 1775797133.458000
167 148 1775797133.474000
162 149 1775797133.491000
157 149 1775797133.508000
152 149 1775797133.525000
148 149 1775797133.541000
146 147 1775797133.558000
145 145 1775797133.574000
145 143 1775797133.591000
145 141 1775797133.608000
145 140 1775797133.624000
148 139 1775797133.641000

STROKE 3
148 147 1775797136.512000
157 134 1775797136.621000
160 134 1775797136.637000
163 134 1775797136.654000
165 134 1775797136.670000
167 134 1775797136.687000
169 135 1775797136.704000
170 138 1775797136.720000
171 140 1775797136.737000
171 142 1775797136.754000
171 145 1775797136.770000

STROKE 4
182 139 1775797143.218000
187 126 1775797143.328000
190 126 1775797143.344000
193 125 1775797143.361000
196 125 1775797143.377000
199 125 1775797143.394000
202 125 1775797143.410000
204 127 1775797143.427000
204 131 1775797143.444000
205 136 1775797143.460000
205 140 1775797143.477000
205 144 1775797143.494000
205 147 1775797143.511000
205 149 1775797143.527000
204 151 1775797143.544000
204 153 1775797143.560000
204 155 1775797143.577000

STROKE 5
232 120 1775797144.017000
228 122 1775797144.260000
228 122 1775797144.276000
228 123 1775797144.309000
228 124 1775797144.326000
228 125 1775797144.343000
227 125 1775797144.359000
226 125 1775797144.376000

STROKE 6
229 153 1775797144.700000
234 154 1775797144.976000
232 155 1775797144.992000
231 155 1775797145.008000
230 155 1775797145.025000
230 154 1775797145.042000
230 153 1775797145.058000

