STROKE 1
136 165 1775579840.255000
129 159 1775579840.298000
129 155 1775579840.315000
129 150 1775579840.332000
129 144 1775579840.349000
129 135 1775579840.365000
136 126 1775579840.382000
145 119 1775579840.398000
151 116 1775579840.415000
156 115 1775579840.432000
159 118 1775579840.448000
162 127 1775579840.465000
166 137 1775579840.481000
169 148 1775579840.498000
172 156 1775579840.515000
175 163 1775579840.531000
179 167 1775579840.548000
182 168 1775579840.565000
186 168 1775579840.581000
191 166 1775579840.598000
196 158 1775579840.615000
200 149 1775579840.631000
202 142 1775579840.649000
202 135 1775579840.664000
202 130 1775579840.680000
200 126 1775579840.697000
196 123 1775579840.714000
191 120 1775579840.730000
187 119 1775579840.747000
184 118 1775579840.764000
183 118 1775579840.780000
183 116 1775579840.797000

STROKE 2
200 104 1775579841.019000
191 102 1775579841.063000
187 102 1775579841.080000
182 102 1775579841.097000
176 100 1775579841.113000
170 96 1775579841.130000
166 93 1775579841.153000
163 90 1775579841.163000
163 87 1775579841.180000
164 85 1775579841.196000
169 84 1775579841.213000
175 84 1775579841.230000
180 85 1775579841.246000
183 92 1775579841.263000
185 100 1775579841.279000
186 108 1775579841.296000

STROKE 3
197 175 1775579841.653000
200 185 1775579841.696000
200 190 1775579841.713000
201 196 1775579841.730000
202 202 1775579841.746000
203 206 1775579841.763000
204 210 1775579841.780000
205 212 1775579841.796000
207 213 1775579841.813000
210 213 1775579841.829000
215 209 1775579841.846000
223 202 1775579841.863000

STROKE 4
249 152 1775579842.103000
239 145 1775579842.128000
239 137 1775579842.145000
238 127 1775579842.162000
238 118 1775579842.179000
238 111 1775579842.195000
238 107 1775579842.212000
244 106 1775579842.229000
252 107 1775579842.245000
258 115 1775579842.262000
262 123 1775579842.279000
262 129 1775579842.295000
262 133 1775579842.312000
262 134 1775579842.328000
262 134 1775579842.345000
262 130 1775579842.362000
262 120 1775579842.378000
265 110 1775579842.395000
269 103 1775579842.412000
273 99 1775579842.428000
277 99 1775579842.445000
282 101 1775579842.462000
288 109 1775579842.478000
291 117 1775579842.494000
294 124 1775579842.511000
295 131 1775579842.528000
295 137 1775579842.544000
295 141 1775579842.561000
295 141 1775579842.578000

STROKE 5
284 101 1775579842.751000
270 98 1775579842.778000
263 95 1775579842.794000
258 89 1775579842.811000
254 81 1775579842.828000
253 71 1775579842.844000
255 63 1775579842.861000
265 58 1775579842.878000
280 57 1775579842.894000
299 57 1775579842.911000
314 61 1775579842.927000

