STROKE 1
118 135 1775892199.992000
124 123 1775892200.033000
132 124 1775892200.050000
138 129 1775892200.067000
143 136 1775892200.084000
145 143 1775892200.100000
145 150 1775892200.117000
143 156 1775892200.133000
137 162 1775892200.150000
129 166 1775892200.167000
121 168 1775892200.183000
116 168 1775892200.200000
114 168 1775892200.217000
114 168 1775892200.233000

STROKE 2
171 125 1775892200.391000
179 125 1775892200.450000
181 133 1775892200.466000
182 141 1775892200.483000
182 149 1775892200.500000
178 156 1775892200.516000
168 161 1775892200.533000
157 162 1775892200.549000
148 162 1775892200.566000
143 160 1775892200.582000
142 156 1775892200.599000
142 156 1775892200.616000

STROKE 3
223 153 1775892200.790000
218 153 1775892200.832000
212 153 1775892200.849000
206 154 1775892200.866000
200 155 1775892200.882000
196 155 1775892200.899000
195 151 1775892200.916000
195 144 1775892200.932000
195 137 1775892200.949000
197 133 1775892200.966000
202 132 1775892200.982000
205 132 1775892200.999000
207 132 1775892201.015000
207 132 1775892201.032000
205 129 1775892201.066000
200 122 1775892201.082000
196 111 1775892201.099000
195 100 1775892201.115000
197 93 1775892201.132000
209 90 1775892201.149000
233 92 1775892201.165000
243 96 1775892201.182000

STROKE 4
205 183 1775892202.820000
208 181 1775892203.030000
207 184 1775892203.046000
206 185 1775892203.063000
205 186 1775892203.079000
204 186 1775892203.096000
207 186 1775892203.146000

