STROKE 1
75 159 1775579518.814000
88 157 1775579518.889000
93 157 1775579518.906000
99 156 1775579518.922000
106 155 1775579518.939000
114 155 1775579518.955000
122 157 1775579518.972000
129 162 1775579518.989000
132 167 1775579519.005000
133 173 1775579519.022000
132 180 1775579519.039000
126 186 1775579519.055000
121 189 1775579519.071000
115 191 1775579519.088000
110 191 1775579519.105000
104 191 1775579519.121000
98 186 1775579519.138000
92 180 1775579519.154000
85 172 1775579519.171000
80 166 1775579519.188000
76 159 1775579519.205000
75 153 1775579519.221000
75 144 1775579519.238000
77 136 1775579519.254000
84 128 1775579519.271000
92 121 1775579519.288000
101 115 1775579519.305000
109 111 1775579519.321000
116 110 1775579519.338000
124 110 1775579519.355000
131 110 1775579519.371000
138 112 1775579519.388000
143 114 1775579519.405000
149 116 1775579519.421000

STROKE 2
172 164 1775579519.732000
182 157 1775579519.754000
184 153 1775579519.772000
188 148 1775579519.788000
192 144 1775579519.805000
198 140 1775579519.821000
207 137 1775579519.838000
215 136 1775579519.855000
222 136 1775579519.872000
228 136 1775579519.889000
233 140 1775579519.904000
238 146 1775579519.922000
243 153 1775579519.939000
245 163 1775579519.955000
246 173 1775579519.971000
246 185 1775579519.988000
241 194 1775579520.005000
234 199 1775579520.021000
227 203 1775579520.038000
217 204 1775579520.055000
205 205 1775579520.071000
191 205 1775579520.088000
180 202 1775579520.105000
172 199 1775579520.121000
166 193 1775579520.138000
162 188 1775579520.154000
161 181 1775579520.171000
161 174 1775579520.188000
161 167 1775579520.204000
162 162 1775579520.221000
164 159 1775579520.238000
167 156 1775579520.255000
171 153 1775579520.271000
176 149 1775579520.288000
181 147 1775579520.305000
184 147 1775579520.321000

STROKE 3
233 172 1775579520.549000
243 165 1775579520.588000
247 163 1775579520.605000
250 159 1775579520.622000
254 155 1775579520.638000
260 149 1775579520.655000
268 143 1775579520.672000
276 139 1775579520.688000
284 138 1775579520.704000
290 138 1775579520.721000
295 142 1775579520.738000
299 149 1775579520.755000
304 158 1775579520.771000
307 167 1775579520.788000
309 178 1775579520.804000
310 189 1775579520.821000
310 199 1775579520.838000
308 207 1775579520.854000
305 213 1775579520.871000
302 216 1775579520.888000
300 217 1775579520.904000
298 219 1775579520.921000
298 219 1775579520.939000
298 217 1775579520.989000
298 214 1775579521.005000
301 210 1775579521.022000
304 206 1775579521.039000
307 202 1775579521.055000
311 196 1775579521.072000
316 190 1775579521.088000
323 185 1775579521.105000
329 179 1775579521.121000
335 175 1775579521.138000
342 170 1775579521.154000
347 168 1775579521.171000
350 167 1775579521.188000
352 167 1775579521.204000
353 167 1775579521.221000
355 170 1775579521.238000
358 172 1775579521.254000
361 176 1775579521.271000
364 180 1775579521.288000
367 184 1775579521.304000
369 189 1775579521.321000
370 195 1775579521.338000
370 201 1775579521.354000
370 207 1775579521.371000
370 212 1775579521.388000
370 216 1775579521.404000
369 221 1775579521.421000
367 225 1775579521.438000
364 229 1775579521.454000
359 232 1775579521.471000
355 235 1775579521.488000
351 237 1775579521.505000
349 238 1775579521.521000
348 239 1775579521.538000
347 239 1775579521.554000
347 239 1775579521.571000
345 240 1775579521.588000

STROKE 4
292 274 1775579521.865000
296 268 1775579521.939000
302 268 1775579521.955000
308 268 1775579521.972000
313 268 1775579521.989000
316 269 1775579522.005000
317 272 1775579522.021000
317 275 1775579522.038000
315 278 1775579522.055000
311 280 1775579522.072000
308 281 1775579522.089000
305 281 1775579522.105000
303 281 1775579522.122000
302 278 1775579522.138000
302 273 1775579522.154000
302 269 1775579522.172000
303 267 1775579522.188000
304 266 1775579522.204000
305 266 1775579522.221000
306 266 1775579522.238000
307 266 1775579522.254000

