STROKE 1
146 149 1775906162.562000
153 150 1775906162.620000
154 155 1775906162.636000
154 158 1775906162.653000
154 161 1775906162.670000
154 163 1775906162.686000
152 163 1775906162.703000
149 163 1775906162.720000
147 158 1775906162.736000
146 152 1775906162.753000
146 145 1775906162.770000
146 138 1775906162.786000
150 133 1775906162.803000
156 130 1775906162.819000
161 129 1775906162.836000
165 129 1775906162.852000
167 133 1775906162.869000
168 138 1775906162.886000
168 146 1775906162.902000
168 155 1775906162.919000
168 166 1775906162.936000
168 179 1775906162.952000
167 193 1775906162.969000
166 205 1775906162.985000
166 214 1775906163.002000
166 218 1775906163.019000
169 219 1775906163.035000
173 219 1775906163.052000
177 217 1775906163.069000

STROKE 2
199 144 1775906163.278000
211 137 1775906163.335000
214 141 1775906163.352000
216 146 1775906163.368000
217 152 1775906163.385000
217 158 1775906163.402000
212 164 1775906163.419000
205 168 1775906163.435000
197 169 1775906163.452000
190 169 1775906163.469000
186 164 1775906163.485000
184 156 1775906163.502000
183 149 1775906163.518000
183 145 1775906163.535000
185 143 1775906163.552000
189 143 1775906163.568000
192 143 1775906163.585000
194 145 1775906163.601000
195 149 1775906163.618000
196 154 1775906163.634000
196 160 1775906163.651000
196 165 1775906163.668000

STROKE 3
198 147 1775906163.860000
191 146 1775906163.901000
187 145 1775906163.918000
183 141 1775906163.935000
181 132 1775906163.951000
181 121 1775906163.967000
181 112 1775906163.984000
186 107 1775906164.001000
192 106 1775906164.017000
209 112 1775906164.034000

