STROKE 1
132 139 1775906114.851000
132 142 1775906114.892000
132 149 1775906114.908000
133 156 1775906114.926000
137 161 1775906114.942000
143 164 1775906114.959000
150 164 1775906114.975000
157 163 1775906114.992000
163 158 1775906115.008000
167 153 1775906115.025000
171 145 1775906115.042000
173 137 1775906115.058000
174 129 1775906115.075000
174 122 1775906115.092000
174 119 1775906115.108000
174 118 1775906115.125000
173 118 1775906115.142000
173 122 1775906115.158000
173 129 1775906115.175000
173 139 1775906115.191000
173 152 1775906115.208000
175 166 1775906115.225000
176 180 1775906115.241000
176 194 1775906115.258000
176 205 1775906115.275000
172 215 1775906115.291000
164 222 1775906115.308000
155 227 1775906115.324000
146 232 1775906115.341000
136 235 1775906115.358000
128 236 1775906115.374000
122 236 1775906115.391000
117 231 1775906115.408000
112 218 1775906115.424000
107 198 1775906115.441000
105 172 1775906115.458000
105 146 1775906115.474000
105 123 1775906115.491000
106 105 1775906115.507000
109 91 1775906115.524000
116 79 1775906115.541000
126 70 1775906115.558000
138 65 1775906115.574000
154 65 1775906115.591000
183 72 1775906115.607000

STROKE 2
179 120 1775906115.833000
170 122 1775906115.891000
166 122 1775906115.907000
162 122 1775906115.924000
158 118 1775906115.941000
156 110 1775906115.957000
155 101 1775906115.974000
155 93 1775906115.991000
161 87 1775906116.007000
167 83 1775906116.024000
174 83 1775906116.040000
180 83 1775906116.057000
183 85 1775906116.073000
183 92 1775906116.090000
183 98 1775906116.107000
183 104 1775906116.123000
181 110 1775906116.140000
174 116 1775906116.157000

STROKE 3
194 111 1775906116.349000
193 117 1775906116.407000
193 125 1775906116.423000
193 138 1775906116.440000
193 155 1775906116.456000
193 173 1775906116.473000
193 191 1775906116.490000
193 204 1775906116.507000
193 212 1775906116.523000
194 214 1775906116.539000
198 214 1775906116.556000
204 210 1775906116.573000
213 206 1775906116.589000

STROKE 4
241 159 1775906116.765000
229 156 1775906116.806000
224 156 1775906116.822000
220 153 1775906116.839000
217 148 1775906116.856000
216 141 1775906116.872000
216 133 1775906116.889000
216 127 1775906116.906000
219 122 1775906116.922000
222 119 1775906116.939000
226 118 1775906116.955000
228 118 1775906116.972000
230 118 1775906116.989000
229 118 1775906117.039000
225 117 1775906117.056000
221 111 1775906117.072000
218 105 1775906117.089000
217 98 1775906117.105000
217 93 1775906117.122000
222 89 1775906117.138000
232 89 1775906117.155000
253 94 1775906117.172000

