STROKE 1
115 149 1775907944.387000
115 151 1775907944.444000
115 156 1775907944.461000
118 161 1775907944.478000
122 165 1775907944.494000
127 167 1775907944.510000
131 167 1775907944.527000
136 167 1775907944.544000
141 167 1775907944.560000
144 164 1775907944.577000
145 159 1775907944.593000
146 154 1775907944.610000
146 147 1775907944.627000
146 142 1775907944.643000
146 138 1775907944.660000
144 137 1775907944.676000
143 137 1775907944.693000

STROKE 2
138 123 1775907944.887000
135 108 1775907944.910000
135 104 1775907944.926000
138 102 1775907944.943000
143 101 1775907944.960000
149 100 1775907944.976000
154 100 1775907944.993000
158 100 1775907945.010000
161 103 1775907945.026000
162 109 1775907945.043000
163 115 1775907945.060000
164 123 1775907945.076000
165 130 1775907945.093000
166 137 1775907945.109000
166 143 1775907945.126000
167 149 1775907945.143000
167 153 1775907945.159000
168 156 1775907945.176000

STROKE 3
216 138 1775907945.335000
214 142 1775907945.376000
210 150 1775907945.393000
205 157 1775907945.408000
201 163 1775907945.426000
197 166 1775907945.443000
194 167 1775907945.459000
192 166 1775907945.476000
190 160 1775907945.493000
190 153 1775907945.509000
190 146 1775907945.525000
190 139 1775907945.541000
190 134 1775907945.558000
193 131 1775907945.575000
195 131 1775907945.591000
197 131 1775907945.608000
199 132 1775907945.624000
201 136 1775907945.641000
202 140 1775907945.658000
203 144 1775907945.674000
204 147 1775907945.691000
204 148 1775907945.708000
205 149 1775907945.724000
206 148 1775907945.741000
209 142 1775907945.758000
214 136 1775907945.775000
220 132 1775907945.792000
225 130 1775907945.808000
230 130 1775907945.825000
234 133 1775907945.842000
235 139 1775907945.858000
235 145 1775907945.875000
235 152 1775907945.892000
235 162 1775907945.908000

STROKE 4
231 123 1775907946.134000
224 124 1775907946.174000
220 124 1775907946.191000
216 124 1775907946.208000
213 118 1775907946.224000
212 107 1775907946.241000
212 96 1775907946.258000
215 90 1775907946.274000
222 89 1775907946.291000
239 90 1775907946.308000

