STROKE 1
142 181 1775892431.778000
133 188 1775892431.855000
128 191 1775892431.870000
122 193 1775892431.886000
117 193 1775892431.903000
113 193 1775892431.919000
111 191 1775892431.936000
110 185 1775892431.953000
110 178 1775892431.969000
111 171 1775892431.986000
115 164 1775892432.003000
120 159 1775892432.019000
126 155 1775892432.036000
132 153 1775892432.053000
137 153 1775892432.069000
141 153 1775892432.086000
142 157 1775892432.102000
142 164 1775892432.119000
142 171 1775892432.136000
142 177 1775892432.152000
140 184 1775892432.169000

STROKE 2
139 184 1775892432.577000
139 172 1775892432.618000
144 166 1775892432.635000
150 161 1775892432.651000
158 157 1775892432.668000
165 156 1775892432.685000
170 156 1775892432.701000
173 157 1775892432.718000
174 163 1775892432.734000
174 170 1775892432.751000
174 178 1775892432.768000
174 185 1775892432.784000
174 191 1775892432.801000
174 195 1775892432.818000

STROKE 3
158 151 1775892435.739000
151 148 1775892435.848000
147 144 1775892435.864000
145 140 1775892435.881000
144 135 1775892435.897000
144 130 1775892435.914000
145 124 1775892435.930000
152 118 1775892435.947000
159 114 1775892435.964000
164 112 1775892435.980000
167 112 1775892435.997000
171 112 1775892436.013000
173 118 1775892436.030000
177 125 1775892436.047000
179 133 1775892436.063000
180 141 1775892436.080000
180 147 1775892436.097000
178 150 1775892436.113000
172 152 1775892436.130000
166 153 1775892436.147000
161 153 1775892436.163000
157 153 1775892436.180000
153 153 1775892436.197000
150 149 1775892436.213000
148 144 1775892436.230000
147 140 1775892436.246000
147 135 1775892436.263000
147 133 1775892436.280000
151 131 1775892436.296000
157 130 1775892436.313000
165 130 1775892436.329000
176 131 1775892436.346000
181 133 1775892436.363000

STROKE 4
194 151 1775892436.771000
193 156 1775892437.046000
193 155 1775892437.062000
193 154 1775892437.079000
193 154 1775892437.095000
196 154 1775892437.112000

STROKE 5
192 188 1775892437.420000
193 185 1775892437.661000
192 185 1775892437.678000
190 185 1775892437.694000
189 185 1775892437.711000
189 185 1775892437.728000

