STROKE 1
142 163 1775908278.547000
152 153 1775908278.588000
158 152 1775908278.605000
163 152 1775908278.621000
167 157 1775908278.638000
168 163 1775908278.654000
167 167 1775908278.671000
161 171 1775908278.688000
154 172 1775908278.704000
148 172 1775908278.721000
142 172 1775908278.738000
139 168 1775908278.754000
139 161 1775908278.771000
139 154 1775908278.787000
143 148 1775908278.804000
150 142 1775908278.821000
156 139 1775908278.837000
163 138 1775908278.854000
168 138 1775908278.871000

STROKE 2
187 144 1775908279.096000
197 136 1775908279.137000
201 140 1775908279.154000
204 145 1775908279.170000
206 151 1775908279.187000
206 157 1775908279.204000
206 163 1775908279.221000
201 167 1775908279.237000
193 169 1775908279.254000
186 169 1775908279.270000
180 169 1775908279.287000
177 164 1775908279.303000
175 158 1775908279.320000
175 153 1775908279.337000
175 150 1775908279.353000
178 149 1775908279.370000
182 149 1775908279.387000
185 149 1775908279.403000
188 152 1775908279.420000
189 156 1775908279.437000
189 162 1775908279.453000
189 165 1775908279.470000

STROKE 3
186 208 1775908279.728000
184 201 1775908279.787000
184 199 1775908279.803000
184 198 1775908279.819000
184 198 1775908279.836000
185 198 1775908279.853000
186 198 1775908279.869000
186 199 1775908279.886000
186 201 1775908279.902000
186 202 1775908279.919000
186 203 1775908279.936000
185 203 1775908279.952000
184 203 1775908279.969000
183 203 1775908279.985000
183 202 1775908280.002000
183 201 1775908280.019000
184 206 1775908280.052000

