STROKE 1
133 154 1775889480.791000
130 160 1775889480.851000
130 166 1775889480.867000
134 172 1775889480.883000
138 177 1775889480.900000
142 181 1775889480.917000
147 183 1775889480.933000
152 183 1775889480.950000
156 183 1775889480.966000
160 178 1775889480.983000
163 172 1775889481.000000
166 166 1775889481.016000
168 159 1775889481.033000
169 153 1775889481.049000
169 147 1775889481.066000
169 144 1775889481.083000
169 144 1775889481.099000
168 144 1775889481.116000

STROKE 2
194 148 1775889481.340000
204 147 1775889481.433000
204 150 1775889481.449000
204 156 1775889481.466000
204 163 1775889481.483000
197 169 1775889481.499000
189 173 1775889481.516000
181 176 1775889481.532000
176 177 1775889481.549000
172 177 1775889481.566000
169 176 1775889481.582000
167 173 1775889481.599000
166 172 1775889481.615000

STROKE 3
193 121 1775889481.923000
190 119 1775889482.199000
190 119 1775889482.215000
189 119 1775889482.231000
188 119 1775889482.248000
187 121 1775889482.264000

STROKE 4
181 178 1775889484.818000
182 182 1775889484.911000
182 187 1775889484.928000
182 194 1775889484.944000
182 200 1775889484.961000
182 207 1775889484.977000
182 213 1775889484.994000
182 218 1775889485.011000
182 221 1775889485.027000
182 223 1775889485.044000
183 223 1775889485.060000
187 223 1775889485.077000
190 221 1775889485.094000
195 220 1775889485.110000
199 219 1775889485.127000

