STROKE 1
256 404 1775578057.035000
256 404 1775578057.198000
256 406 1775578057.209000
256 408 1775578057.219000
256 410 1775578057.229000
256 415 1775578057.239000
256 418 1775578057.249000
256 421 1775578057.259000
256 424 1775578057.269000
256 430 1775578057.279000
256 433 1775578057.288000
256 436 1775578057.298000
256 439 1775578057.308000
256 447 1775578057.319000
256 450 1775578057.329000
256 453 1775578057.339000
256 456 1775578057.349000
258 461 1775578057.359000
258 464 1775578057.369000
259 467 1775578057.378000
261 469 1775578057.388000
263 474 1775578057.399000
264 476 1775578057.409000
267 479 1775578057.419000
272 483 1775578057.429000
276 486 1775578057.439000
280 488 1775578057.449000
284 490 1775578057.459000
291 493 1775578057.469000
294 494 1775578057.479000
298 496 1775578057.489000
301 496 1775578057.499000
303 497 1775578057.509000
308 498 1775578057.518000
310 498 1775578057.529000
311 498 1775578057.539000
313 498 1775578057.549000
316 495 1775578057.558000
319 492 1775578057.569000
320 491 1775578057.579000
322 487 1775578057.589000
325 482 1775578057.599000
327 478 1775578057.609000
327 477 1775578057.619000
330 470 1775578057.629000
332 467 1775578057.639000
333 465 1775578057.649000
334 462 1775578057.659000
335 459 1775578057.669000
336 453 1775578057.678000
337 451 1775578057.689000
337 448 1775578057.699000
338 444 1775578057.709000
338 442 1775578057.719000
339 440 1775578057.729000
339 438 1775578057.739000
339 435 1775578057.749000
339 434 1775578057.758000
339 432 1775578057.769000
339 430 1775578057.779000
339 426 1775578057.789000
339 424 1775578057.798000
338 422 1775578057.809000
337 419 1775578057.818000
336 415 1775578057.829000
334 412 1775578057.839000
333 410 1775578057.849000
332 408 1775578057.859000
329 404 1775578057.869000
328 402 1775578057.879000
326 401 1775578057.889000
326 400 1775578057.899000
324 398 1775578057.909000
323 397 1775578057.919000
323 396 1775578057.929000
322 396 1775578057.939000
322 395 1775578057.949000
321 395 1775578057.958000
321 395 1775578057.980000

STROKE 2
321 402 1775578058.784000
321 402 1775578058.883000
321 399 1775578058.890000
321 398 1775578058.899000
320 396 1775578058.909000
320 394 1775578058.919000
320 392 1775578058.929000
318 387 1775578058.939000
318 384 1775578058.948000
318 381 1775578058.958000
317 375 1775578058.968000
317 364 1775578058.979000
317 357 1775578058.989000
317 351 1775578058.999000
317 345 1775578059.009000
317 333 1775578059.019000
318 328 1775578059.029000
319 326 1775578059.039000
320 321 1775578059.049000
323 316 1775578059.059000
326 311 1775578059.069000
329 309 1775578059.079000
331 307 1775578059.089000
339 304 1775578059.099000
342 303 1775578059.109000
344 303 1775578059.119000
348 302 1775578059.129000
357 302 1775578059.139000
359 302 1775578059.149000
362 302 1775578059.159000
365 302 1775578059.169000
370 302 1775578059.179000
373 302 1775578059.189000
376 304 1775578059.198000
377 305 1775578059.209000
383 310 1775578059.219000
384 313 1775578059.229000
385 316 1775578059.239000
386 319 1775578059.248000
387 328 1775578059.259000
388 332 1775578059.269000
388 338 1775578059.278000
389 342 1775578059.289000
389 353 1775578059.299000
389 360 1775578059.309000
389 367 1775578059.319000
389 373 1775578059.329000
389 387 1775578059.339000
389 394 1775578059.349000
389 401 1775578059.359000
389 409 1775578059.369000
389 424 1775578059.379000
389 430 1775578059.389000
389 436 1775578059.399000
389 443 1775578059.409000
389 453 1775578059.418000
389 458 1775578059.429000
388 462 1775578059.439000
388 467 1775578059.449000
387 472 1775578059.459000
386 476 1775578059.469000
386 479 1775578059.479000
386 482 1775578059.489000
385 487 1775578059.499000
385 489 1775578059.509000
385 491 1775578059.519000
385 493 1775578059.529000
385 496 1775578059.539000
384 497 1775578059.549000
384 498 1775578059.559000
384 498 1775578059.569000
384 500 1775578059.579000
384 501 1775578059.589000
383 502 1775578059.598000
383 503 1775578059.609000
383 505 1775578059.619000
383 506 1775578059.629000
383 506 1775578059.639000
383 507 1775578059.649000
383 508 1775578059.659000
383 508 1775578059.669000
383 508 1775578059.681000

