STROKE 1
110 173 1775906122.420000
107 162 1775906122.446000
107 157 1775906122.464000
107 152 1775906122.480000
108 147 1775906122.497000
111 142 1775906122.514000
115 140 1775906122.530000
119 139 1775906122.547000
122 139 1775906122.563000
125 139 1775906122.580000
126 141 1775906122.597000
127 145 1775906122.613000
127 148 1775906122.630000
129 152 1775906122.647000
131 156 1775906122.663000
133 160 1775906122.680000
137 165 1775906122.696000
141 169 1775906122.713000
146 172 1775906122.730000
151 172 1775906122.747000
156 172 1775906122.763000
160 169 1775906122.780000
162 162 1775906122.796000
163 153 1775906122.813000
163 145 1775906122.830000
163 139 1775906122.846000
161 137 1775906122.863000
159 137 1775906122.879000

STROKE 2
146 188 1775906123.105000
155 178 1775906123.163000
159 178 1775906123.179000
162 181 1775906123.196000
164 185 1775906123.213000
165 191 1775906123.229000
165 197 1775906123.246000
165 203 1775906123.262000
161 210 1775906123.279000
156 214 1775906123.295000
150 215 1775906123.312000
146 215 1775906123.329000
142 212 1775906123.346000
140 204 1775906123.362000
140 196 1775906123.379000
140 189 1775906123.395000
141 184 1775906123.412000
145 181 1775906123.429000

STROKE 3
193 139 1775906123.721000
190 147 1775906123.895000
190 151 1775906123.912000
190 156 1775906123.929000
188 161 1775906123.945000
182 166 1775906123.961000
177 170 1775906123.978000
172 171 1775906123.995000
169 171 1775906124.011000
169 170 1775906124.028000
169 166 1775906124.044000
170 164 1775906124.061000
173 163 1775906124.078000
177 163 1775906124.094000
180 163 1775906124.111000
182 165 1775906124.127000
183 171 1775906124.144000
183 180 1775906124.161000
184 192 1775906124.177000
184 205 1775906124.194000
184 217 1775906124.211000
185 226 1775906124.227000
186 233 1775906124.244000
186 235 1775906124.261000
186 237 1775906124.277000

STROKE 4
196 129 1775906124.436000
185 131 1775906124.494000
181 131 1775906124.511000
177 131 1775906124.527000
174 126 1775906124.544000
173 117 1775906124.561000
173 107 1775906124.577000
177 99 1775906124.594000
183 95 1775906124.610000
190 94 1775906124.627000
203 96 1775906124.644000
217 102 1775906124.660000

STROKE 5
212 141 1775906124.886000
212 140 1775906125.043000
213 137 1775906125.060000
215 136 1775906125.076000
215 136 1775906125.093000
215 137 1775906125.127000
213 138 1775906125.144000
212 138 1775906125.160000
212 137 1775906125.210000

STROKE 6
209 170 1775906125.435000
212 171 1775906125.609000
212 169 1775906125.626000
214 168 1775906125.642000
214 168 1775906125.659000
213 168 1775906125.709000
212 168 1775906125.726000
211 168 1775906125.742000

