STROKE 1
130 136 1775805600.947000
142 133 1775805601.025000
146 134 1775805601.041000
150 136 1775805601.058000
153 140 1775805601.075000
156 145 1775805601.091000
157 152 1775805601.107000
158 161 1775805601.124000
158 167 1775805601.146000
158 172 1775805601.157000
155 174 1775805601.174000
152 176 1775805601.191000
148 176 1775805601.207000
143 176 1775805601.224000
138 176 1775805601.241000
134 176 1775805601.257000
132 174 1775805601.274000
131 169 1775805601.291000
131 166 1775805601.307000
134 164 1775805601.324000
139 163 1775805601.340000
145 163 1775805601.357000
150 163 1775805601.374000
155 163 1775805601.390000
158 164 1775805601.407000

STROKE 2
176 172 1775805603.894000
172 164 1775805604.003000
172 161 1775805604.020000
172 157 1775805604.036000
172 153 1775805604.053000
172 150 1775805604.070000
173 149 1775805604.086000
177 148 1775805604.103000
181 147 1775805604.119000
185 147 1775805604.136000
190 147 1775805604.153000
193 147 1775805604.169000
196 148 1775805604.186000
197 149 1775805604.202000
197 152 1775805604.219000
197 156 1775805604.236000
197 162 1775805604.253000
197 167 1775805604.269000
197 171 1775805604.286000
197 174 1775805604.302000
197 176 1775805604.319000
197 177 1775805604.336000
197 177 1775805604.352000
196 177 1775805604.369000
196 177 1775805604.385000
196 171 1775805604.402000
196 166 1775805604.419000
196 162 1775805604.436000
199 159 1775805604.452000
204 156 1775805604.469000
211 154 1775805604.486000
218 153 1775805604.502000
223 153 1775805604.519000
227 154 1775805604.535000
229 157 1775805604.552000
229 160 1775805604.568000
229 163 1775805604.585000
229 165 1775805604.602000
229 168 1775805604.618000
231 178 1775805604.635000

STROKE 3
227 160 1775805605.192000
219 152 1775805605.268000
218 151 1775805605.284000
217 150 1775805605.285000
215 145 1775805605.301000
215 137 1775805605.318000
215 128 1775805605.334000
220 122 1775805605.351000
227 120 1775805605.367000
233 120 1775805605.384000
238 121 1775805605.401000

