STROKE 1
169 163 1775892195.365000
177 156 1775892195.407000
183 159 1775892195.424000
189 163 1775892195.441000
192 168 1775892195.457000
194 173 1775892195.474000
194 177 1775892195.490000
194 180 1775892195.507000
187 182 1775892195.524000
179 182 1775892195.540000
171 182 1775892195.557000
164 180 1775892195.574000
158 175 1775892195.590000
153 168 1775892195.607000
152 157 1775892195.623000
152 145 1775892195.640000
155 134 1775892195.657000
161 126 1775892195.673000
166 123 1775892195.690000
171 123 1775892195.707000
176 123 1775892195.723000
181 127 1775892195.740000
185 133 1775892195.756000
186 140 1775892195.773000
186 146 1775892195.790000
186 150 1775892195.806000
183 154 1775892195.823000
178 156 1775892195.840000
172 156 1775892195.856000
167 156 1775892195.873000
163 156 1775892195.890000

