STROKE 1
152 220 1775579741.724000
148 205 1775579741.762000
143 196 1775579741.779000
138 187 1775579741.795000
134 179 1775579741.812000
131 171 1775579741.829000
128 164 1775579741.846000
126 158 1775579741.862000
126 153 1775579741.878000
126 147 1775579741.895000
129 140 1775579741.912000
136 135 1775579741.929000
145 131 1775579741.945000
156 130 1775579741.962000
165 130 1775579741.978000
173 130 1775579741.995000
177 131 1775579742.012000
180 134 1775579742.028000
182 139 1775579742.045000
184 145 1775579742.061000
185 153 1775579742.078000
186 158 1775579742.095000
186 162 1775579742.112000
186 163 1775579742.128000
186 164 1775579742.145000
186 164 1775579742.229000
188 160 1775579742.246000
193 155 1775579742.262000
202 147 1775579742.279000
213 141 1775579742.296000
225 136 1775579742.312000
237 134 1775579742.328000
249 133 1775579742.345000
263 133 1775579742.362000
277 135 1775579742.378000
289 140 1775579742.395000
295 146 1775579742.412000
297 151 1775579742.428000
297 157 1775579742.445000
297 164 1775579742.462000
297 171 1775579742.478000
295 180 1775579742.495000
291 187 1775579742.512000
287 194 1775579742.528000
283 199 1775579742.545000
276 202 1775579742.562000
270 204 1775579742.578000
264 205 1775579742.595000
258 206 1775579742.611000
254 207 1775579742.628000
252 208 1775579742.645000
251 208 1775579742.662000
250 208 1775579742.678000
249 208 1775579742.695000
244 207 1775579742.711000

STROKE 2
177 226 1775579743.005000
181 236 1775579743.028000
181 241 1775579743.046000
181 246 1775579743.062000
180 250 1775579743.079000
178 253 1775579743.095000
175 254 1775579743.113000
171 255 1775579743.128000
163 255 1775579743.145000
155 255 1775579743.162000
143 254 1775579743.178000
132 250 1775579743.195000
120 246 1775579743.211000
110 241 1775579743.228000
102 234 1775579743.245000
97 227 1775579743.262000
93 220 1775579743.278000
90 214 1775579743.295000
86 207 1775579743.312000
84 200 1775579743.328000
82 192 1775579743.345000
82 182 1775579743.362000
82 170 1775579743.378000
84 157 1775579743.395000
87 144 1775579743.411000
91 132 1775579743.428000
94 122 1775579743.445000
96 113 1775579743.461000
98 104 1775579743.478000
100 96 1775579743.495000
103 88 1775579743.512000
106 80 1775579743.528000
110 73 1775579743.545000
113 67 1775579743.562000
116 63 1775579743.578000
118 61 1775579743.595000
119 61 1775579743.611000
120 61 1775579743.628000
121 61 1775579743.645000
123 61 1775579743.661000
126 61 1775579743.678000
129 61 1775579743.695000
132 61 1775579743.711000
137 60 1775579743.728000
144 60 1775579743.745000
155 60 1775579743.762000
164 60 1775579743.778000
173 60 1775579743.795000
179 61 1775579743.812000
183 61 1775579743.828000
184 61 1775579743.845000
184 62 1775579743.861000
183 62 1775579743.895000

STROKE 3
207 77 1775579744.207000
216 69 1775579744.262000
219 64 1775579744.279000
224 59 1775579744.295000
231 54 1775579744.312000
238 50 1775579744.329000
246 47 1775579744.345000
253 45 1775579744.362000
261 45 1775579744.379000
270 45 1775579744.395000
281 45 1775579744.412000
292 49 1775579744.428000
302 54 1775579744.445000
308 59 1775579744.462000
312 64 1775579744.478000
313 70 1775579744.495000
313 76 1775579744.511000
312 84 1775579744.528000
306 95 1775579744.545000
296 105 1775579744.561000
287 113 1775579744.578000
279 117 1775579744.596000
270 119 1775579744.612000
259 120 1775579744.629000
249 120 1775579744.645000
239 120 1775579744.661000
229 118 1775579744.678000
222 115 1775579744.695000
217 112 1775579744.712000
215 109 1775579744.728000
215 106 1775579744.745000
215 102 1775579744.761000
215 98 1775579744.778000
216 93 1775579744.795000
219 90 1775579744.811000
225 88 1775579744.828000
232 87 1775579744.845000
241 87 1775579744.861000
249 87 1775579744.878000
256 89 1775579744.895000
263 93 1775579744.911000
270 96 1775579744.928000
275 100 1775579744.945000
281 104 1775579744.961000
284 107 1775579744.978000
286 109 1775579744.995000
289 111 1775579745.011000

STROKE 4
205 76 1775579745.739000
212 80 1775579745.830000
212 84 1775579745.846000
212 89 1775579745.862000
212 93 1775579745.879000
212 98 1775579745.896000
213 102 1775579745.912000
215 106 1775579745.929000
217 110 1775579745.945000
219 113 1775579745.962000
220 114 1775579745.978000
220 114 1775579745.996000

STROKE 5
326 149 1775579746.480000
325 139 1775579746.578000
325 136 1775579746.594000
325 133 1775579746.611000
324 131 1775579746.628000
323 128 1775579746.645000
322 126 1775579746.661000
321 126 1775579746.678000
320 126 1775579746.695000

STROKE 6
319 207 1775579746.951000
320 205 1775579747.044000
319 198 1775579747.061000
317 192 1775579747.077000
315 188 1775579747.094000
313 187 1775579747.111000

