STROKE 1
133 120 1775798589.622000
135 111 1775798589.635000
135 106 1775798589.647000
139 105 1775798589.664000
145 105 1775798589.681000
152 106 1775798589.697000
159 110 1775798589.714000
165 115 1775798589.731000
168 120 1775798589.747000
169 124 1775798589.764000
169 129 1775798589.781000
167 134 1775798589.797000
162 139 1775798589.814000
155 143 1775798589.830000
149 145 1775798589.847000
142 145 1775798589.864000
137 145 1775798589.880000
135 140 1775798589.897000
134 134 1775798589.914000
134 128 1775798589.930000
134 123 1775798589.947000
135 118 1775798589.964000
138 116 1775798589.980000
141 115 1775798589.997000
143 115 1775798590.013000
145 115 1775798590.030000
145 116 1775798590.047000
145 120 1775798590.064000
145 125 1775798590.080000
145 131 1775798590.097000
145 137 1775798590.114000
142 147 1775798590.130000

STROKE 2
187 120 1775798590.520000
185 122 1775798590.580000
185 129 1775798590.597000
188 136 1775798590.613000
193 141 1775798590.629000
199 143 1775798590.646000
206 143 1775798590.663000
214 142 1775798590.680000
221 137 1775798590.697000
226 130 1775798590.713000
227 122 1775798590.729000
227 115 1775798590.746000
226 110 1775798590.762000
222 108 1775798590.779000
220 108 1775798590.796000
219 108 1775798590.812000

STROKE 3
227 106 1775798590.970000
221 105 1775798591.046000
220 106 1775798591.062000
218 106 1775798591.063000
214 106 1775798591.079000
210 102 1775798591.095000
208 95 1775798591.112000
208 87 1775798591.129000
210 81 1775798591.145000
220 79 1775798591.162000
253 80 1775798591.178000
283 88 1775798591.195000

