STROKE 1
135 123 1775890445.815000
129 128 1775890445.857000
129 134 1775890445.874000
129 140 1775890445.891000
129 145 1775890445.907000
133 149 1775890445.924000
139 150 1775890445.941000
148 151 1775890445.958000
158 151 1775890445.974000
167 150 1775890445.991000
174 146 1775890446.007000
178 141 1775890446.024000
181 135 1775890446.041000
181 129 1775890446.057000
181 123 1775890446.074000
179 118 1775890446.090000
175 115 1775890446.107000
172 114 1775890446.124000

STROKE 2
157 164 1775890447.529000
166 155 1775890447.606000
169 157 1775890447.622000
172 158 1775890447.623000
177 162 1775890447.639000
180 166 1775890447.655000
182 170 1775890447.672000
182 175 1775890447.688000
182 179 1775890447.705000
181 184 1775890447.722000
177 187 1775890447.738000
173 187 1775890447.755000
168 187 1775890447.771000
163 187 1775890447.788000
158 182 1775890447.805000
156 176 1775890447.821000
155 170 1775890447.839000
155 164 1775890447.855000
155 160 1775890447.871000
160 158 1775890447.888000
174 157 1775890447.904000

STROKE 3
178 135 1775890448.428000
182 124 1775890448.454000
185 118 1775890448.470000
191 115 1775890448.487000
199 113 1775890448.504000
206 113 1775890448.520000
212 113 1775890448.537000
215 114 1775890448.554000
217 119 1775890448.570000
217 125 1775890448.587000
217 132 1775890448.604000
217 136 1775890448.620000
216 139 1775890448.637000
215 142 1775890448.653000
215 143 1775890448.670000

STROKE 4
243 120 1775890448.911000
245 118 1775890449.104000
245 116 1775890449.120000
245 116 1775890449.136000
245 116 1775890449.170000
243 116 1775890449.187000
242 116 1775890449.203000
241 116 1775890449.220000
241 114 1775890449.253000

STROKE 5
234 147 1775890449.510000
240 146 1775890449.769000
239 146 1775890449.785000
239 145 1775890449.802000
239 144 1775890449.819000

