STROKE 1
121 144 1775644616.153000
128 138 1775644616.230000
131 138 1775644616.247000
134 139 1775644616.263000
135 142 1775644616.280000
136 146 1775644616.296000
136 151 1775644616.313000
135 156 1775644616.330000
131 160 1775644616.346000
126 162 1775644616.363000
121 163 1775644616.379000
116 163 1775644616.396000
113 158 1775644616.413000
111 150 1775644616.429000
110 142 1775644616.446000
109 134 1775644616.463000
109 128 1775644616.480000
112 123 1775644616.496000
118 120 1775644616.512000
123 119 1775644616.529000
128 119 1775644616.546000
131 119 1775644616.562000
134 124 1775644616.579000

STROKE 2
168 147 1775644619.832000
163 141 1775644619.925000
163 135 1775644619.941000
165 129 1775644619.958000
169 124 1775644619.974000
173 121 1775644619.991000
178 120 1775644620.008000
182 120 1775644620.025000
185 120 1775644620.041000
187 121 1775644620.058000
187 126 1775644620.074000
188 131 1775644620.091000
188 137 1775644620.108000
188 142 1775644620.124000
188 145 1775644620.141000
188 148 1775644620.157000
187 149 1775644620.174000
187 147 1775644620.207000
187 141 1775644620.224000
191 136 1775644620.241000
196 130 1775644620.257000
201 126 1775644620.274000
207 123 1775644620.291000
212 121 1775644620.307000
216 121 1775644620.323000
218 121 1775644620.340000
218 124 1775644620.357000
218 129 1775644620.374000
218 136 1775644620.390000
218 144 1775644620.407000
218 155 1775644620.423000
215 166 1775644620.440000
209 177 1775644620.457000
203 186 1775644620.473000
196 193 1775644620.490000
189 197 1775644620.507000
181 198 1775644620.523000
173 198 1775644620.540000
166 198 1775644620.557000
161 195 1775644620.573000
156 189 1775644620.590000
153 182 1775644620.606000
153 173 1775644620.623000
153 162 1775644620.640000
153 151 1775644620.657000
153 140 1775644620.673000
154 130 1775644620.690000
157 120 1775644620.706000
160 112 1775644620.723000
165 106 1775644620.740000
172 102 1775644620.756000
182 100 1775644620.773000
198 100 1775644620.790000
214 101 1775644620.806000

STROKE 3
215 156 1775644621.013000
218 146 1775644621.039000
221 142 1775644621.056000
227 138 1775644621.072000
233 135 1775644621.089000
240 134 1775644621.106000
245 134 1775644621.123000
248 135 1775644621.139000
249 140 1775644621.156000
249 145 1775644621.173000
249 150 1775644621.189000
249 156 1775644621.206000
248 160 1775644621.222000
247 163 1775644621.239000
246 164 1775644621.255000

STROKE 4
293 150 1775644621.414000
287 154 1775644621.455000
281 154 1775644621.472000
276 154 1775644621.489000
270 154 1775644621.505000
265 153 1775644621.522000
260 146 1775644621.539000
258 138 1775644621.555000
257 131 1775644621.572000
257 125 1775644621.589000
260 121 1775644621.605000
266 118 1775644621.622000
272 118 1775644621.638000
276 118 1775644621.655000
278 118 1775644621.672000
278 119 1775644621.688000
278 121 1775644621.705000
275 124 1775644621.721000
270 126 1775644621.738000
262 126 1775644621.755000
252 126 1775644621.771000
246 121 1775644621.788000
243 112 1775644621.805000
243 105 1775644621.821000
246 99 1775644621.838000
253 95 1775644621.855000
262 93 1775644621.871000
270 92 1775644621.888000
284 93 1775644621.904000

STROKE 5
308 136 1775644622.511000
303 130 1775644622.654000
303 127 1775644622.671000
305 126 1775644622.687000
307 125 1775644622.704000
308 125 1775644622.720000

STROKE 6
308 164 1775644622.944000
306 156 1775644623.120000
306 154 1775644623.137000
307 153 1775644623.153000
309 153 1775644623.170000
309 153 1775644623.186000

