STROKE 1
120 143 1775638260.036000
121 133 1775638260.078000
125 133 1775638260.095000
129 136 1775638260.112000
134 143 1775638260.128000
137 150 1775638260.145000
139 157 1775638260.162000
139 162 1775638260.178000
136 163 1775638260.195000
127 163 1775638260.212000
115 155 1775638260.228000
106 144 1775638260.245000
103 131 1775638260.262000
103 119 1775638260.278000
109 111 1775638260.295000
119 110 1775638260.311000
126 110 1775638260.328000

STROKE 2
188 141 1775638260.519000
186 149 1775638260.561000
185 156 1775638260.578000
182 163 1775638260.594000
179 166 1775638260.611000
174 167 1775638260.628000
167 163 1775638260.644000
160 154 1775638260.661000
156 146 1775638260.677000
155 138 1775638260.694000
157 133 1775638260.711000
164 131 1775638260.728000
172 131 1775638260.744000
179 131 1775638260.761000
183 133 1775638260.777000
185 139 1775638260.794000
186 145 1775638260.811000
187 149 1775638260.827000

STROKE 3
190 158 1775638260.968000
186 148 1775638260.982000
186 140 1775638260.993000
186 133 1775638261.010000
187 128 1775638261.027000
192 127 1775638261.044000
198 127 1775638261.060000
204 127 1775638261.077000
208 133 1775638261.094000
210 139 1775638261.110000
211 146 1775638261.127000
211 154 1775638261.143000
211 160 1775638261.160000
211 162 1775638261.177000
210 162 1775638261.193000
209 156 1775638261.210000
209 146 1775638261.227000
212 137 1775638261.243000
218 132 1775638261.260000
225 131 1775638261.277000
233 131 1775638261.293000
240 132 1775638261.310000
244 137 1775638261.326000
246 143 1775638261.343000
246 149 1775638261.360000
246 155 1775638261.376000
246 159 1775638261.393000
246 161 1775638261.409000

STROKE 4
297 164 1775638261.551000
286 166 1775638261.576000
277 166 1775638261.593000
269 166 1775638261.609000
262 164 1775638261.626000
257 158 1775638261.643000
256 149 1775638261.659000
256 141 1775638261.676000
261 135 1775638261.693000
270 132 1775638261.709000
283 130 1775638261.726000
294 130 1775638261.743000
297 130 1775638261.759000
291 131 1775638261.793000
282 132 1775638261.809000
271 131 1775638261.826000
261 123 1775638261.842000
256 114 1775638261.859000
255 105 1775638261.876000
260 97 1775638261.892000
272 94 1775638261.909000

