STROKE 1
135 121 1775798866.627000
149 114 1775798866.703000
155 116 1775798866.720000
159 119 1775798866.736000
161 124 1775798866.753000
162 128 1775798866.770000
162 132 1775798866.786000
162 138 1775798866.803000
159 146 1775798866.819000
152 153 1775798866.836000
146 158 1775798866.853000
142 160 1775798866.869000
138 160 1775798866.886000
137 157 1775798866.902000
137 152 1775798866.919000
137 148 1775798866.936000
137 145 1775798866.952000
141 143 1775798866.969000
144 141 1775798866.986000
147 140 1775798867.002000
150 139 1775798867.019000
153 139 1775798867.035000
155 139 1775798867.052000
157 139 1775798867.069000
158 138 1775798867.085000
159 136 1775798867.102000
160 133 1775798867.119000
162 129 1775798867.135000
165 125 1775798867.152000
169 123 1775798867.169000
173 120 1775798867.186000
179 119 1775798867.202000
184 119 1775798867.219000
188 119 1775798867.236000
191 119 1775798867.252000
193 123 1775798867.269000
193 127 1775798867.285000
193 132 1775798867.302000
193 137 1775798867.319000
192 141 1775798867.335000
189 144 1775798867.352000
185 146 1775798867.368000
179 147 1775798867.385000
174 147 1775798867.402000
170 145 1775798867.418000
169 142 1775798867.435000
169 141 1775798867.452000

STROKE 2
185 153 1775798867.708000
196 151 1775798867.802000
198 156 1775798867.819000
199 162 1775798867.835000
199 168 1775798867.851000
199 173 1775798867.868000
196 178 1775798867.885000
190 181 1775798867.901000
183 182 1775798867.918000
176 182 1775798867.934000
173 175 1775798867.951000
172 168 1775798867.968000
172 163 1775798867.984000
173 158 1775798868.001000
177 156 1775798868.017000
181 155 1775798868.034000

STROKE 3
167 87 1775798868.274000
179 99 1775798868.334000
219 123 1775798868.351000

