STROKE 1
144 117 1775638249.349000
147 127 1775638249.393000
147 134 1775638249.410000
146 141 1775638249.427000
144 147 1775638249.443000
141 152 1775638249.460000
137 155 1775638249.477000
133 156 1775638249.493000
128 156 1775638249.510000
123 154 1775638249.527000
119 149 1775638249.543000
116 141 1775638249.560000
116 134 1775638249.576000
116 128 1775638249.593000
116 122 1775638249.610000
118 117 1775638249.627000
122 113 1775638249.643000
126 111 1775638249.660000
129 110 1775638249.676000
131 110 1775638249.693000
132 111 1775638249.710000
134 116 1775638249.726000
135 120 1775638249.743000
135 125 1775638249.759000
137 130 1775638249.776000

STROKE 2
149 139 1775638249.999000
146 127 1775638250.026000
147 124 1775638250.043000
151 120 1775638250.059000
156 117 1775638250.076000
161 114 1775638250.093000
167 114 1775638250.109000
172 114 1775638250.126000
176 117 1775638250.143000
179 125 1775638250.159000
181 134 1775638250.176000
182 141 1775638250.192000
182 148 1775638250.209000
182 153 1775638250.226000
183 156 1775638250.242000

STROKE 3
249 152 1775638250.416000
237 151 1775638250.442000
230 151 1775638250.459000
223 151 1775638250.475000
216 151 1775638250.492000
210 151 1775638250.508000
206 149 1775638250.525000
205 143 1775638250.542000
206 134 1775638250.558000
213 126 1775638250.575000
220 121 1775638250.592000
227 117 1775638250.609000
231 115 1775638250.625000
233 115 1775638250.642000
232 115 1775638250.675000
224 117 1775638250.692000
214 117 1775638250.709000
204 117 1775638250.725000
196 114 1775638250.742000
191 107 1775638250.758000
190 99 1775638250.775000
191 92 1775638250.791000
200 85 1775638250.808000
211 79 1775638250.825000
225 78 1775638250.841000
234 77 1775638250.858000

STROKE 4
127 112 1775638251.980000
133 108 1775638252.040000
136 110 1775638252.056000
140 116 1775638252.073000
143 123 1775638252.090000
145 128 1775638252.107000

