STROKE 1
160 160 1775645729.636000
151 170 1775645729.677000
145 175 1775645729.694000
140 178 1775645729.710000
135 179 1775645729.727000
129 179 1775645729.744000
125 174 1775645729.760000
123 164 1775645729.777000
123 155 1775645729.793000
124 147 1775645729.810000
130 141 1775645729.827000
138 138 1775645729.843000
145 137 1775645729.860000
151 137 1775645729.876000
155 137 1775645729.893000
158 142 1775645729.910000
158 149 1775645729.926000
158 156 1775645729.943000
158 162 1775645729.959000
158 166 1775645729.976000
157 169 1775645729.993000

STROKE 2
165 161 1775645730.218000
163 152 1775645730.242000
163 147 1775645730.259000
166 142 1775645730.276000
172 141 1775645730.292000
178 140 1775645730.309000
184 140 1775645730.326000
189 141 1775645730.342000
192 148 1775645730.359000
192 156 1775645730.376000
192 162 1775645730.392000
190 167 1775645730.409000
183 171 1775645730.425000
177 172 1775645730.442000
171 172 1775645730.459000
167 172 1775645730.475000
166 168 1775645730.492000
166 166 1775645730.509000

STROKE 3
201 142 1775645730.667000
191 143 1775645730.692000
185 143 1775645730.709000
179 143 1775645730.725000
175 143 1775645730.742000
172 140 1775645730.758000
172 130 1775645730.775000
172 119 1775645730.791000
174 111 1775645730.808000
179 107 1775645730.825000
184 106 1775645730.841000
189 106 1775645730.858000
191 111 1775645730.875000
192 118 1775645730.891000
192 127 1775645730.908000
192 139 1775645730.925000

STROKE 4
183 179 1775645731.199000
181 182 1775645731.275000
181 187 1775645731.291000
181 193 1775645731.307000
181 197 1775645731.324000
181 201 1775645731.341000
181 204 1775645731.358000
184 205 1775645731.374000
191 205 1775645731.391000
204 203 1775645731.407000
219 198 1775645731.424000

STROKE 5
245 164 1775645731.600000
238 164 1775645731.623000
232 164 1775645731.640000
226 165 1775645731.657000
220 165 1775645731.673000
215 163 1775645731.690000
214 155 1775645731.707000
214 149 1775645731.723000
214 144 1775645731.740000
218 142 1775645731.756000
222 142 1775645731.773000
226 142 1775645731.790000
227 142 1775645731.806000
225 141 1775645731.857000
220 136 1775645731.873000
216 129 1775645731.890000
214 122 1775645731.907000
214 117 1775645731.923000
222 115 1775645731.940000
240 115 1775645731.957000
252 117 1775645731.973000

