STROKE 1
147 149 1775709804.487000
153 150 1775709804.564000
153 155 1775709804.581000
153 159 1775709804.597000
151 161 1775709804.614000
147 162 1775709804.630000
143 162 1775709804.647000
141 156 1775709804.664000
140 149 1775709804.680000
140 141 1775709804.697000
145 134 1775709804.714000
152 130 1775709804.730000
159 128 1775709804.747000
163 128 1775709804.763000
166 129 1775709804.780000
168 135 1775709804.796000
168 142 1775709804.813000
168 151 1775709804.830000
167 162 1775709804.847000
164 172 1775709804.863000
162 184 1775709804.880000
161 195 1775709804.897000
160 205 1775709804.913000
160 213 1775709804.930000
163 219 1775709804.946000
167 220 1775709804.963000
173 219 1775709804.980000
182 209 1775709804.996000

STROKE 2
189 140 1775709805.186000
181 140 1775709805.229000
180 146 1775709805.246000
180 152 1775709805.263000
180 158 1775709805.279000
186 162 1775709805.296000
194 163 1775709805.313000

STROKE 3
216 135 1775709805.452000
219 141 1775709805.513000
219 145 1775709805.529000
219 151 1775709805.546000
217 156 1775709805.563000
213 161 1775709805.579000
208 163 1775709805.596000
203 164 1775709805.612000
199 164 1775709805.629000
197 160 1775709805.645000
197 156 1775709805.662000
197 153 1775709805.678000
201 152 1775709805.695000
206 152 1775709805.712000
212 152 1775709805.729000

STROKE 4
221 132 1775709805.952000
213 131 1775709805.995000
209 131 1775709806.011000
204 131 1775709806.029000
201 131 1775709806.045000
198 131 1775709806.061000
198 124 1775709806.078000
200 116 1775709806.095000
207 109 1775709806.111000
216 106 1775709806.128000
223 106 1775709806.145000
229 107 1775709806.161000
233 110 1775709806.178000

STROKE 5
245 171 1775709808.248000
241 162 1775709808.508000
242 162 1775709808.525000
243 164 1775709808.542000

STROKE 6
250 140 1775709808.747000
248 133 1775709808.924000
248 133 1775709808.941000
248 133 1775709809.191000
248 133 1775709809.207000
249 133 1775709809.224000

