STROKE 1
125 127 1775711008.713000
125 135 1775711008.790000
126 140 1775711008.807000
128 147 1775711008.823000
133 154 1775711008.840000

STROKE 2
154 128 1775711008.946000
161 128 1775711009.040000
162 135 1775711009.057000
162 144 1775711009.073000
162 152 1775711009.090000
158 159 1775711009.106000
153 162 1775711009.123000
148 163 1775711009.140000
144 163 1775711009.156000
142 162 1775711009.173000
141 158 1775711009.189000
141 154 1775711009.206000
141 150 1775711009.222000
144 149 1775711009.239000
148 148 1775711009.256000
152 148 1775711009.272000
155 148 1775711009.289000
158 149 1775711009.306000
160 154 1775711009.322000
160 162 1775711009.339000
160 172 1775711009.356000
158 184 1775711009.372000
154 194 1775711009.389000
149 200 1775711009.406000
144 204 1775711009.422000
140 204 1775711009.439000
136 204 1775711009.456000
132 201 1775711009.472000
127 193 1775711009.489000
121 177 1775711009.505000
116 156 1775711009.522000
113 137 1775711009.539000
113 120 1775711009.555000
115 110 1775711009.572000
123 104 1775711009.589000
132 102 1775711009.605000
143 102 1775711009.622000
165 108 1775711009.639000

STROKE 3
192 158 1775711011.242000
182 163 1775711011.320000
180 163 1775711011.336000
178 163 1775711011.353000
177 159 1775711011.369000
177 150 1775711011.386000
177 141 1775711011.403000
180 136 1775711011.419000
184 132 1775711011.436000
187 131 1775711011.452000
189 131 1775711011.469000
189 132 1775711011.486000
190 136 1775711011.502000
190 141 1775711011.519000
190 147 1775711011.536000
190 152 1775711011.552000
190 158 1775711011.569000
189 161 1775711011.585000

STROKE 4
189 161 1775711011.908000
189 151 1775711011.935000
190 146 1775711011.952000
196 141 1775711011.968000
203 139 1775711011.985000
211 138 1775711012.001000
217 138 1775711012.018000
220 141 1775711012.035000
222 147 1775711012.051000
222 153 1775711012.068000
222 160 1775711012.085000
222 168 1775711012.101000

STROKE 5
207 133 1775711012.324000
199 133 1775711012.367000
195 133 1775711012.384000
192 133 1775711012.401000
190 131 1775711012.417000
190 125 1775711012.434000
193 117 1775711012.451000
202 109 1775711012.468000
214 105 1775711012.484000
235 105 1775711012.501000

