STROKE 1
146 114 1775635794.440000
147 125 1775635794.482000
147 130 1775635794.498000
151 135 1775635794.515000
156 139 1775635794.532000
161 140 1775635794.548000

STROKE 2
190 101 1775635794.740000
193 109 1775635794.799000
193 115 1775635794.815000
193 123 1775635794.832000
188 133 1775635794.848000
181 142 1775635794.865000
174 148 1775635794.881000
168 151 1775635794.898000
163 152 1775635794.915000
158 152 1775635794.931000
155 147 1775635794.948000
153 142 1775635794.964000
153 138 1775635794.981000
153 134 1775635794.997000
157 130 1775635795.014000
163 128 1775635795.031000
167 127 1775635795.047000
172 127 1775635795.064000
175 128 1775635795.081000
177 134 1775635795.097000
178 141 1775635795.114000
178 150 1775635795.131000
178 160 1775635795.147000
178 168 1775635795.164000
178 176 1775635795.180000
176 183 1775635795.197000
174 189 1775635795.214000
173 194 1775635795.231000
169 197 1775635795.247000
165 199 1775635795.264000
158 199 1775635795.280000
151 199 1775635795.297000
144 199 1775635795.314000
138 199 1775635795.330000
135 197 1775635795.347000
135 195 1775635795.364000

STROKE 3
179 136 1775635795.588000
178 146 1775635795.647000
179 155 1775635795.663000
180 166 1775635795.680000
181 178 1775635795.697000
182 188 1775635795.713000
183 198 1775635795.730000
183 205 1775635795.746000
184 210 1775635795.763000
185 210 1775635795.780000
188 210 1775635795.797000
195 206 1775635795.813000
205 200 1775635795.830000
222 192 1775635795.846000

