STROKE 1
103 129 1775579914.056000
110 118 1775579914.116000
115 117 1775579914.133000
119 116 1775579914.149000
123 116 1775579914.166000
125 121 1775579914.183000
126 130 1775579914.199000
124 139 1775579914.216000
118 148 1775579914.233000
112 156 1775579914.250000
106 162 1775579914.266000
101 166 1775579914.283000
96 168 1775579914.299000
93 169 1775579914.316000
91 169 1775579914.332000
90 169 1775579914.349000
90 168 1775579914.366000
94 164 1775579914.382000

STROKE 2
162 111 1775579914.622000
170 106 1775579914.682000
172 108 1775579914.699000
173 112 1775579914.715000
173 119 1775579914.732000
169 127 1775579914.749000
161 135 1775579914.765000
150 141 1775579914.782000
141 147 1775579914.798000
133 150 1775579914.815000
126 152 1775579914.832000
121 152 1775579914.848000
118 152 1775579914.865000
118 151 1775579914.881000
118 149 1775579914.898000

STROKE 3
169 130 1775579915.138000
176 122 1775579915.181000
183 119 1775579915.198000
189 118 1775579915.214000
195 117 1775579915.231000
201 117 1775579915.247000
205 119 1775579915.264000
209 125 1775579915.281000
210 131 1775579915.298000
210 136 1775579915.314000
210 141 1775579915.331000
208 146 1775579915.347000
207 148 1775579915.364000

