STROKE 1
110 158 1775580734.497000
119 151 1775580734.538000
126 150 1775580734.555000
132 150 1775580734.572000
136 153 1775580734.588000
137 161 1775580734.605000
137 169 1775580734.622000
136 176 1775580734.638000
132 181 1775580734.655000
127 184 1775580734.672000
122 185 1775580734.688000
117 185 1775580734.705000
111 182 1775580734.721000
106 176 1775580734.738000
101 170 1775580734.755000
98 163 1775580734.771000
98 157 1775580734.788000
100 150 1775580734.805000
107 143 1775580734.821000
115 137 1775580734.838000
122 133 1775580734.855000
128 132 1775580734.871000
135 131 1775580734.888000

STROKE 2
173 172 1775580735.112000
164 166 1775580735.154000
163 160 1775580735.171000
161 155 1775580735.188000
161 149 1775580735.204000
161 143 1775580735.221000
164 138 1775580735.237000
168 133 1775580735.254000
173 131 1775580735.271000
177 131 1775580735.287000
181 131 1775580735.304000
185 137 1775580735.321000
189 144 1775580735.337000
192 151 1775580735.354000
195 157 1775580735.370000
197 163 1775580735.387000
199 166 1775580735.404000
201 169 1775580735.420000
204 170 1775580735.437000
207 170 1775580735.454000
210 169 1775580735.470000
214 164 1775580735.487000
217 159 1775580735.504000
219 152 1775580735.520000
220 146 1775580735.537000
221 139 1775580735.554000
221 134 1775580735.570000
221 130 1775580735.587000
218 126 1775580735.603000
214 125 1775580735.620000
211 124 1775580735.637000
208 124 1775580735.653000
206 124 1775580735.670000
205 124 1775580735.687000

