STROKE 1
117 152 1775710148.975000
123 141 1775710149.019000
128 140 1775710149.036000
132 140 1775710149.053000
135 140 1775710149.070000
138 143 1775710149.091000
138 149 1775710149.102000
138 154 1775710149.119000
138 160 1775710149.136000
137 165 1775710149.152000
134 169 1775710149.169000
130 172 1775710149.186000
127 173 1775710149.202000
124 174 1775710149.219000
122 174 1775710149.235000
122 174 1775710149.252000

STROKE 2
161 145 1775710149.442000
169 143 1775710149.535000
169 145 1775710149.537000
170 151 1775710149.552000
170 157 1775710149.568000
170 163 1775710149.585000
166 166 1775710149.602000
161 168 1775710149.619000
157 168 1775710149.635000
153 168 1775710149.651000
150 168 1775710149.668000
148 167 1775710149.685000

STROKE 3
145 169 1775710150.756000
151 169 1775710150.851000
153 169 1775710150.867000
154 170 1775710150.883000

STROKE 4
138 164 1775710153.053000
143 166 1775710153.163000
145 167 1775710153.180000

STROKE 5
192 143 1775710153.735000
196 134 1775710153.795000
201 134 1775710153.812000
205 139 1775710153.829000
208 143 1775710153.846000
211 149 1775710153.862000
212 154 1775710153.878000
212 159 1775710153.895000
212 164 1775710153.912000
210 167 1775710153.928000
206 170 1775710153.945000
202 172 1775710153.962000
198 173 1775710153.978000
196 173 1775710153.995000
193 173 1775710154.012000
192 173 1775710154.028000
192 173 1775710154.045000
192 173 1775710154.061000
192 172 1775710154.078000
192 171 1775710154.095000
193 171 1775710154.111000
195 171 1775710154.128000
196 171 1775710154.145000
198 175 1775710154.161000
200 182 1775710154.178000
202 189 1775710154.194000
204 195 1775710154.211000
206 199 1775710154.228000
209 202 1775710154.244000
213 203 1775710154.261000
218 203 1775710154.278000
226 203 1775710154.294000
233 200 1775710154.311000
240 198 1775710154.328000
244 197 1775710154.344000
249 197 1775710154.361000

STROKE 6
242 147 1775710154.534000
253 146 1775710154.611000
253 151 1775710154.628000
252 156 1775710154.644000
247 161 1775710154.661000
240 164 1775710154.677000
231 165 1775710154.694000
222 165 1775710154.711000
216 163 1775710154.727000
213 158 1775710154.744000
213 155 1775710154.760000

STROKE 7
239 133 1775710154.900000
230 126 1775710154.977000
227 123 1775710154.994000
225 118 1775710155.010000
224 112 1775710155.027000
224 106 1775710155.044000
225 101 1775710155.060000
233 99 1775710155.077000
244 99 1775710155.093000
256 101 1775710155.110000
264 107 1775710155.127000

STROKE 8
229 187 1775710155.566000
232 181 1775710155.843000
231 181 1775710155.859000
230 181 1775710155.876000
230 181 1775710155.892000
230 182 1775710155.909000

STROKE 9
237 143 1775710156.514000
245 143 1775710156.558000
249 143 1775710156.574000
254 145 1775710156.591000

