STROKE 1
117 158 1775907915.462000
119 165 1775907915.503000
120 170 1775907915.519000
123 174 1775907915.535000
128 177 1775907915.552000
135 179 1775907915.569000
142 179 1775907915.585000
147 179 1775907915.602000
150 179 1775907915.619000
153 175 1775907915.635000
155 171 1775907915.652000
155 166 1775907915.669000
155 161 1775907915.685000
155 157 1775907915.702000
154 155 1775907915.718000
152 154 1775907915.735000
152 154 1775907915.752000

STROKE 2
149 138 1775907915.878000
148 125 1775907915.890000
148 119 1775907915.902000
150 117 1775907915.919000
154 117 1775907915.936000
159 117 1775907915.952000
164 117 1775907915.969000
168 120 1775907915.985000
170 125 1775907916.002000
172 133 1775907916.019000
172 141 1775907916.035000
173 150 1775907916.052000
175 157 1775907916.069000
176 164 1775907916.085000
179 169 1775907916.102000
180 172 1775907916.119000

STROKE 3
210 165 1775907916.277000
202 174 1775907916.318000
198 179 1775907916.335000
194 183 1775907916.352000
190 185 1775907916.368000
187 184 1775907916.385000
185 176 1775907916.402000
184 169 1775907916.418000
184 164 1775907916.435000
184 160 1775907916.451000
187 158 1775907916.468000
192 158 1775907916.485000
196 158 1775907916.501000
199 161 1775907916.518000
201 165 1775907916.535000
202 168 1775907916.551000
203 171 1775907916.568000
203 172 1775907916.585000
203 172 1775907916.601000
204 172 1775907916.618000
206 168 1775907916.635000
210 162 1775907916.651000
215 157 1775907916.668000
221 155 1775907916.684000
227 155 1775907916.701000
231 157 1775907916.718000
234 164 1775907916.734000
235 171 1775907916.751000
236 180 1775907916.767000

STROKE 4
228 156 1775907916.960000
219 152 1775907917.018000
215 150 1775907917.034000
212 144 1775907917.051000
212 135 1775907917.068000
213 125 1775907917.084000
220 120 1775907917.101000
229 119 1775907917.118000
235 119 1775907917.135000

