STROKE 1
133 159 1775710408.361000
136 147 1775710408.387000
139 145 1775710408.404000
143 145 1775710408.421000
147 145 1775710408.438000
150 150 1775710408.454000
151 158 1775710408.471000
152 166 1775710408.488000
151 173 1775710408.504000
147 178 1775710408.521000
142 181 1775710408.538000
136 182 1775710408.554000
131 182 1775710408.571000
127 182 1775710408.587000
126 182 1775710408.604000

STROKE 2
181 146 1775710408.760000
185 148 1775710408.821000
185 154 1775710408.838000
185 162 1775710408.854000
181 169 1775710408.871000
176 175 1775710408.887000
170 178 1775710408.904000
164 179 1775710408.920000
160 179 1775710408.937000
156 178 1775710408.954000
154 176 1775710408.970000
153 175 1775710408.987000

STROKE 3
201 134 1775710409.160000
193 136 1775710409.186000
185 137 1775710409.203000
178 139 1775710409.220000
168 140 1775710409.237000
163 140 1775710409.253000
159 139 1775710409.270000
157 133 1775710409.286000
156 125 1775710409.303000
156 118 1775710409.320000
161 112 1775710409.336000
169 109 1775710409.353000
176 108 1775710409.370000
182 108 1775710409.386000
184 114 1775710409.403000
185 122 1775710409.419000
185 131 1775710409.436000
185 141 1775710409.453000

STROKE 4
196 165 1775710409.676000
194 165 1775710409.753000
195 168 1775710409.770000
196 171 1775710409.771000
201 177 1775710409.786000
208 180 1775710409.803000
215 182 1775710409.819000
221 182 1775710409.836000
225 181 1775710409.852000
228 175 1775710409.869000
230 168 1775710409.886000
230 162 1775710409.902000
230 157 1775710409.919000
228 157 1775710409.935000
227 157 1775710409.952000

STROKE 5
232 146 1775710410.125000
226 148 1775710410.186000
223 148 1775710410.202000
219 148 1775710410.219000
213 144 1775710410.235000
209 136 1775710410.252000
208 127 1775710410.268000
209 120 1775710410.285000
219 116 1775710410.302000
232 115 1775710410.318000
241 118 1775710410.335000

