STROKE 1
141 106 1775644308.909000
141 113 1775644308.969000
142 119 1775644308.985000
144 125 1775644309.002000
147 130 1775644309.018000
150 134 1775644309.035000
153 135 1775644309.051000

STROKE 2
171 118 1775644309.176000
178 121 1775644309.269000
178 127 1775644309.285000
178 132 1775644309.301000
178 137 1775644309.318000
174 140 1775644309.334000
168 141 1775644309.351000
163 141 1775644309.368000
158 141 1775644309.384000
154 141 1775644309.401000
153 137 1775644309.417000
153 133 1775644309.434000
153 131 1775644309.451000
154 129 1775644309.467000
156 128 1775644309.484000
160 128 1775644309.501000
163 128 1775644309.517000
166 129 1775644309.534000
169 132 1775644309.550000
171 136 1775644309.567000
172 141 1775644309.584000
173 148 1775644309.600000
174 156 1775644309.617000
174 165 1775644309.634000
174 172 1775644309.650000
173 179 1775644309.667000
170 186 1775644309.683000
165 189 1775644309.700000
161 191 1775644309.717000
156 191 1775644309.733000
151 191 1775644309.750000
145 191 1775644309.767000
139 185 1775644309.783000
134 176 1775644309.800000
129 164 1775644309.817000
127 151 1775644309.833000
125 137 1775644309.850000
124 123 1775644309.867000
123 110 1775644309.883000
123 98 1775644309.900000
123 90 1775644309.917000
128 85 1775644309.933000
136 82 1775644309.950000
145 81 1775644309.966000
157 81 1775644309.983000
178 84 1775644310.000000

STROKE 3
212 118 1775644310.207000
202 123 1775644310.333000
207 128 1775644310.350000
212 133 1775644310.366000
216 138 1775644310.383000
217 141 1775644310.399000
217 143 1775644310.416000
216 144 1775644310.433000
210 145 1775644310.449000
204 145 1775644310.466000
200 145 1775644310.483000
196 145 1775644310.499000
195 143 1775644310.516000
194 142 1775644310.532000
194 140 1775644310.549000
196 139 1775644310.566000
199 138 1775644310.582000
203 137 1775644310.599000
206 137 1775644310.615000
208 137 1775644310.632000
210 141 1775644310.649000
211 146 1775644310.665000
212 155 1775644310.682000
212 165 1775644310.699000
213 176 1775644310.715000
214 187 1775644310.732000
215 195 1775644310.749000
215 202 1775644310.765000
216 205 1775644310.782000
216 206 1775644310.799000
218 206 1775644310.815000

STROKE 4
219 109 1775644310.973000
213 112 1775644311.032000
210 112 1775644311.049000
206 112 1775644311.066000
200 109 1775644311.082000
196 102 1775644311.098000
195 95 1775644311.115000
195 89 1775644311.131000
196 85 1775644311.148000
201 82 1775644311.165000
207 81 1775644311.181000
213 81 1775644311.198000
218 81 1775644311.215000
222 82 1775644311.231000
228 86 1775644311.248000

