STROKE 1
100 152 1775905799.789000
113 155 1775905799.847000
115 161 1775905799.864000
115 167 1775905799.880000
108 172 1775905799.896000
101 173 1775905799.913000
94 173 1775905799.930000
89 173 1775905799.947000
86 167 1775905799.963000
85 159 1775905799.980000
85 150 1775905799.997000
87 141 1775905800.013000
91 134 1775905800.030000
97 130 1775905800.046000
104 127 1775905800.063000
113 127 1775905800.080000

STROKE 2
134 141 1775905800.338000
150 132 1775905800.396000
154 134 1775905800.413000
157 139 1775905800.429000
159 144 1775905800.446000
159 150 1775905800.463000
159 157 1775905800.479000
155 165 1775905800.496000
149 171 1775905800.512000
143 174 1775905800.529000
139 175 1775905800.546000
138 175 1775905800.562000
138 172 1775905800.579000
138 166 1775905800.595000
139 159 1775905800.612000
142 153 1775905800.629000
145 149 1775905800.645000
149 147 1775905800.662000

STROKE 3
161 117 1775905800.819000
156 102 1775905800.845000
156 96 1775905800.862000
156 94 1775905800.878000
157 93 1775905800.895000
162 92 1775905800.912000
169 92 1775905800.928000
174 93 1775905800.945000
177 97 1775905800.962000
179 102 1775905800.978000
180 110 1775905800.995000
180 118 1775905801.011000
181 129 1775905801.028000
182 138 1775905801.045000
183 147 1775905801.061000
185 154 1775905801.078000
186 159 1775905801.095000
186 164 1775905801.111000
187 167 1775905801.128000

STROKE 4
198 176 1775905801.320000
196 164 1775905801.361000
196 158 1775905801.378000
198 153 1775905801.394000
203 149 1775905801.411000
208 146 1775905801.428000
213 146 1775905801.444000
218 146 1775905801.461000
222 149 1775905801.478000
224 155 1775905801.495000
225 160 1775905801.511000
225 163 1775905801.528000
225 163 1775905801.544000
226 161 1775905801.578000
228 155 1775905801.594000
233 150 1775905801.611000
237 148 1775905801.627000
243 147 1775905801.644000
249 148 1775905801.661000
251 154 1775905801.677000
253 161 1775905801.694000
253 168 1775905801.710000
253 174 1775905801.727000
252 178 1775905801.744000

STROKE 5
261 144 1775905801.904000
248 146 1775905801.961000
243 143 1775905801.977000
238 137 1775905801.994000
235 129 1775905802.011000
235 121 1775905802.027000
235 116 1775905802.043000
242 114 1775905802.060000
261 114 1775905802.077000

