STROKE 1
111 150 1775580087.857000
117 138 1775580087.901000
123 138 1775580087.918000
128 138 1775580087.935000
133 138 1775580087.951000
136 141 1775580087.968000
137 145 1775580087.985000
137 151 1775580088.001000
133 156 1775580088.018000
126 159 1775580088.034000
119 160 1775580088.051000
111 160 1775580088.068000
105 159 1775580088.084000
102 152 1775580088.101000
102 144 1775580088.118000
105 133 1775580088.134000
114 122 1775580088.151000
125 114 1775580088.167000
134 111 1775580088.184000
141 110 1775580088.201000
147 111 1775580088.217000
153 117 1775580088.234000

STROKE 2
186 125 1775580088.474000
192 118 1775580088.534000
195 122 1775580088.551000
198 128 1775580088.567000
199 135 1775580088.584000
199 142 1775580088.600000
199 147 1775580088.617000
195 151 1775580088.634000
190 153 1775580088.650000
185 154 1775580088.667000
182 155 1775580088.683000
180 155 1775580088.700000
179 155 1775580088.717000

STROKE 3
240 109 1775580088.891000
241 113 1775580088.933000
241 119 1775580088.950000
238 126 1775580088.967000
233 134 1775580088.983000
227 141 1775580089.000000
220 145 1775580089.017000
212 148 1775580089.033000
204 148 1775580089.050000
198 148 1775580089.067000
196 148 1775580089.083000
196 144 1775580089.100000

STROKE 4
231 129 1775580089.289000
238 116 1775580089.316000
247 112 1775580089.333000
257 110 1775580089.349000
266 110 1775580089.366000
274 110 1775580089.382000
280 113 1775580089.399000
283 120 1775580089.416000
283 126 1775580089.432000
283 131 1775580089.449000
283 136 1775580089.466000
283 140 1775580089.483000
283 143 1775580089.499000

