STROKE 1
158 163 1775579695.180000
148 155 1775579695.240000
145 152 1775579695.256000
144 149 1775579695.273000
144 143 1775579695.290000
144 138 1775579695.306000
150 133 1775579695.323000
155 129 1775579695.340000
160 126 1775579695.356000
165 125 1775579695.373000
169 125 1775579695.389000
173 126 1775579695.406000
176 130 1775579695.423000
179 136 1775579695.439000
181 142 1775579695.456000
182 148 1775579695.472000
182 153 1775579695.489000
183 157 1775579695.506000
184 161 1775579695.522000
186 164 1775579695.539000
189 167 1775579695.556000
192 168 1775579695.572000
196 168 1775579695.589000
201 168 1775579695.606000
205 165 1775579695.622000
208 161 1775579695.639000
211 155 1775579695.655000
213 150 1775579695.672000
214 146 1775579695.689000
214 142 1775579695.705000
214 139 1775579695.722000
214 135 1775579695.739000
213 132 1775579695.755000
211 130 1775579695.772000
209 129 1775579695.788000
208 127 1775579695.806000
208 126 1775579695.822000
209 124 1775579695.838000

STROKE 2
212 113 1775579696.062000
200 116 1775579696.088000
195 116 1775579696.105000
190 116 1775579696.121000
185 116 1775579696.138000
181 116 1775579696.155000
179 116 1775579696.171000
179 112 1775579696.188000
179 107 1775579696.205000
181 102 1775579696.221000
185 98 1775579696.238000
189 95 1775579696.255000
193 93 1775579696.271000
196 93 1775579696.288000
198 94 1775579696.305000
201 98 1775579696.321000
202 103 1775579696.338000
204 108 1775579696.354000
205 113 1775579696.371000
206 116 1775579696.388000

STROKE 3
202 173 1775579696.661000
203 181 1775579696.721000
203 187 1775579696.737000
204 194 1775579696.755000
204 201 1775579696.771000
204 207 1775579696.787000
205 212 1775579696.804000
206 216 1775579696.820000
207 218 1775579696.837000
210 218 1775579696.854000
213 218 1775579696.871000
220 218 1775579696.887000
228 212 1775579696.904000
232 210 1775579696.921000

STROKE 4
236 179 1775579697.144000
229 185 1775579697.487000
229 183 1775579697.503000
232 180 1775579697.520000
238 178 1775579697.536000

