STROKE 1
169 133 1775580768.826000
157 144 1775580768.887000
153 147 1775580768.903000
148 149 1775580768.919000
142 149 1775580768.936000
137 149 1775580768.953000
134 147 1775580768.969000
134 141 1775580768.986000
135 135 1775580769.003000
140 130 1775580769.019000
146 126 1775580769.036000
153 123 1775580769.053000
158 122 1775580769.069000
162 122 1775580769.086000
165 123 1775580769.102000
168 126 1775580769.119000
171 128 1775580769.136000
173 130 1775580769.152000

STROKE 2
181 133 1775580769.359000
187 123 1775580769.419000
190 123 1775580769.436000
194 125 1775580769.452000
198 130 1775580769.469000
201 134 1775580769.485000
204 138 1775580769.502000
207 141 1775580769.519000
208 143 1775580769.535000
209 145 1775580769.552000
210 146 1775580769.569000
210 147 1775580769.585000
210 149 1775580769.602000

STROKE 3
189 163 1775580769.776000
195 170 1775580769.818000
199 172 1775580769.835000
202 176 1775580769.852000
204 179 1775580769.868000
204 185 1775580769.885000
202 192 1775580769.901000
194 200 1775580769.918000
185 205 1775580769.934000
177 208 1775580769.951000
171 208 1775580769.968000
167 207 1775580769.985000
165 201 1775580770.001000
164 193 1775580770.018000
164 183 1775580770.034000
165 173 1775580770.051000
171 164 1775580770.067000
183 155 1775580770.084000
190 151 1775580770.101000

STROKE 4
242 133 1775580770.208000
237 145 1775580770.301000
230 145 1775580770.318000
225 145 1775580770.334000
223 140 1775580770.351000
223 132 1775580770.367000
225 125 1775580770.384000
228 121 1775580770.400000
230 118 1775580770.417000
231 118 1775580770.434000
231 117 1775580770.450000
230 116 1775580770.467000
224 114 1775580770.483000
219 112 1775580770.500000
213 109 1775580770.517000
210 105 1775580770.533000
210 102 1775580770.550000
210 97 1775580770.567000
217 93 1775580770.583000
228 89 1775580770.600000
241 87 1775580770.617000
255 86 1775580770.633000
263 85 1775580770.650000

