STROKE 1
148 151 1775638256.526000
150 155 1775638256.584000
150 160 1775638256.600000
150 164 1775638256.617000
147 167 1775638256.633000
142 169 1775638256.651000
137 169 1775638256.667000
131 169 1775638256.684000
126 163 1775638256.700000
123 153 1775638256.717000
123 141 1775638256.733000
124 129 1775638256.750000
130 120 1775638256.767000
136 116 1775638256.783000
141 116 1775638256.800000
144 116 1775638256.816000
146 121 1775638256.833000
146 127 1775638256.850000
147 134 1775638256.866000
147 140 1775638256.883000
147 145 1775638256.900000
148 148 1775638256.916000

STROKE 2
148 157 1775638257.440000
146 143 1775638257.465000
147 134 1775638257.482000
151 128 1775638257.499000
157 125 1775638257.516000
163 125 1775638257.533000
167 125 1775638257.549000
170 131 1775638257.565000
171 138 1775638257.582000
172 144 1775638257.599000
173 151 1775638257.615000
173 156 1775638257.632000
173 158 1775638257.648000
174 159 1775638257.665000

STROKE 3
227 155 1775638257.872000
217 161 1775638257.915000
212 161 1775638257.932000
205 161 1775638257.948000
200 159 1775638257.965000
197 151 1775638257.982000
197 143 1775638257.998000
197 135 1775638258.015000
198 130 1775638258.031000
202 128 1775638258.048000
205 128 1775638258.065000
208 128 1775638258.081000
209 128 1775638258.098000
206 128 1775638258.148000
199 121 1775638258.165000
193 112 1775638258.181000
191 102 1775638258.198000
191 94 1775638258.214000
198 90 1775638258.231000
211 89 1775638258.248000
221 90 1775638258.264000

