STROKE 1
159 115 1775892078.947000
148 113 1775892078.995000
148 117 1775892079.011000
148 121 1775892079.028000
150 125 1775892079.045000
155 128 1775892079.061000
161 132 1775892079.078000
166 137 1775892079.095000
169 141 1775892079.111000
171 145 1775892079.128000
171 147 1775892079.145000
170 149 1775892079.161000
165 150 1775892079.178000
159 151 1775892079.195000
153 152 1775892079.211000
149 152 1775892079.228000
145 152 1775892079.245000
143 151 1775892079.262000
143 149 1775892079.278000
143 146 1775892079.295000
145 145 1775892079.312000
148 144 1775892079.328000
150 144 1775892079.345000
152 144 1775892079.361000
154 144 1775892079.378000
155 149 1775892079.395000
155 157 1775892079.411000
156 166 1775892079.428000
156 176 1775892079.445000
157 186 1775892079.461000
158 195 1775892079.478000
158 200 1775892079.495000
158 203 1775892079.511000
156 204 1775892079.528000
148 204 1775892079.545000
132 207 1775892079.561000

STROKE 2
166 152 1775892079.835000
164 151 1775892079.895000
164 159 1775892079.911000
164 169 1775892079.928000
165 177 1775892079.944000
167 184 1775892079.961000
169 189 1775892079.978000
172 191 1775892079.994000
178 191 1775892080.011000
190 191 1775892080.028000

STROKE 3
196 112 1775892080.435000
185 110 1775892080.477000
182 115 1775892080.493000
182 119 1775892080.510000
182 122 1775892080.527000
187 125 1775892080.544000
192 126 1775892080.560000
195 128 1775892080.577000
196 130 1775892080.593000
197 132 1775892080.610000
197 133 1775892080.627000
193 134 1775892080.643000
188 135 1775892080.660000
183 135 1775892080.677000
181 135 1775892080.693000
180 135 1775892080.710000
180 133 1775892080.726000
183 132 1775892080.743000
189 131 1775892080.759000
193 131 1775892080.776000
196 133 1775892080.793000
197 139 1775892080.809000
199 148 1775892080.826000
200 158 1775892080.843000
202 169 1775892080.859000
203 178 1775892080.876000
205 185 1775892080.893000
206 190 1775892080.909000
206 192 1775892080.926000
206 193 1775892080.942000

STROKE 4
203 109 1775892081.100000
197 108 1775892081.142000
191 110 1775892081.159000
187 112 1775892081.176000
183 112 1775892081.192000
181 106 1775892081.209000
181 95 1775892081.226000
185 84 1775892081.242000
192 79 1775892081.259000
200 78 1775892081.276000
222 88 1775892081.292000

STROKE 5
220 117 1775892084.512000
225 110 1775892084.771000
223 111 1775892084.787000
222 111 1775892084.804000
221 111 1775892084.820000
221 111 1775892084.837000
221 109 1775892084.854000
221 109 1775892084.870000
221 109 1775892084.887000

STROKE 6
222 140 1775892085.278000
225 138 1775892085.553000
224 138 1775892085.570000
224 138 1775892085.586000

