STROKE 1
85 139 1775805687.033000
91 133 1775805687.111000
93 133 1775805687.126000
95 134 1775805687.142000
96 136 1775805687.159000
96 139 1775805687.175000
96 142 1775805687.192000
96 145 1775805687.209000
96 147 1775805687.226000
94 149 1775805687.242000
91 152 1775805687.258000
87 153 1775805687.275000
81 154 1775805687.291000
76 154 1775805687.308000
72 152 1775805687.325000
70 145 1775805687.342000
70 137 1775805687.358000
70 131 1775805687.375000
73 125 1775805687.391000
78 122 1775805687.408000
84 120 1775805687.425000
89 119 1775805687.441000
93 119 1775805687.458000
97 119 1775805687.475000
103 119 1775805687.491000

STROKE 2
117 153 1775805689.163000
114 146 1775805689.222000
114 142 1775805689.239000
114 138 1775805689.255000
115 134 1775805689.272000
118 130 1775805689.288000
120 127 1775805689.305000
124 125 1775805689.322000
127 125 1775805689.339000
130 125 1775805689.355000
132 125 1775805689.372000
133 125 1775805689.388000
134 126 1775805689.404000
134 129 1775805689.422000
134 132 1775805689.438000
134 134 1775805689.455000
134 136 1775805689.472000
133 138 1775805689.488000
133 140 1775805689.505000
133 141 1775805689.522000
133 142 1775805689.538000
133 138 1775805689.589000
134 134 1775805689.605000
136 131 1775805689.622000
139 128 1775805689.638000
143 127 1775805689.655000
149 127 1775805689.671000
154 127 1775805689.688000
158 127 1775805689.705000
160 127 1775805689.721000
161 131 1775805689.738000
161 135 1775805689.754000
161 138 1775805689.771000
161 140 1775805689.788000
161 142 1775805689.804000
160 143 1775805689.821000
159 143 1775805689.838000
158 144 1775805689.854000
157 144 1775805689.871000

STROKE 3
181 121 1775805690.111000
180 125 1775805690.221000
180 135 1775805690.238000
180 146 1775805690.254000
180 158 1775805690.271000
180 168 1775805690.287000
180 175 1775805690.304000
177 180 1775805690.321000
174 183 1775805690.337000
171 184 1775805690.354000
167 185 1775805690.370000
164 186 1775805690.387000
159 186 1775805690.403000
155 186 1775805690.420000
152 181 1775805690.437000
151 175 1775805690.453000
150 168 1775805690.470000
150 160 1775805690.487000
150 154 1775805690.503000
150 149 1775805690.520000

STROKE 4
183 140 1775805690.777000
185 130 1775805690.803000
185 127 1775805690.819000
188 125 1775805690.836000
192 124 1775805690.853000
196 122 1775805690.869000
202 122 1775805690.886000
207 122 1775805690.903000
211 122 1775805690.919000
212 125 1775805690.936000
212 130 1775805690.953000
212 133 1775805690.969000
212 136 1775805690.986000
212 139 1775805691.002000
211 141 1775805691.019000
210 143 1775805691.036000

STROKE 5
229 154 1775805691.210000
226 145 1775805691.252000
226 141 1775805691.269000
226 137 1775805691.286000
226 133 1775805691.302000
228 128 1775805691.319000
231 125 1775805691.335000
236 124 1775805691.352000
240 124 1775805691.369000
243 124 1775805691.385000
244 127 1775805691.402000
244 131 1775805691.418000
244 133 1775805691.435000
244 134 1775805691.452000
244 134 1775805691.468000
245 134 1775805691.485000
247 132 1775805691.502000
250 128 1775805691.518000
253 126 1775805691.535000
257 125 1775805691.552000
260 125 1775805691.568000
262 125 1775805691.585000
263 130 1775805691.602000
263 136 1775805691.618000
263 143 1775805691.635000
263 149 1775805691.651000
263 153 1775805691.668000
261 155 1775805691.685000

STROKE 6
265 121 1775805691.842000
256 117 1775805691.918000
254 117 1775805691.935000
252 115 1775805691.951000
251 111 1775805691.968000
251 105 1775805691.985000
251 101 1775805692.001000
257 98 1775805692.018000
263 98 1775805692.035000
272 100 1775805692.051000

