STROKE 1
155 151 1775906539.645000
149 155 1775906539.686000
149 161 1775906539.702000
149 166 1775906539.719000
150 172 1775906539.736000
155 175 1775906539.752000
161 177 1775906539.769000
166 177 1775906539.786000
172 177 1775906539.802000
176 172 1775906539.819000
179 166 1775906539.835000
181 159 1775906539.853000
181 153 1775906539.869000
181 148 1775906539.885000
180 145 1775906539.902000

STROKE 2
181 146 1775906540.161000
172 143 1775906540.235000
171 141 1775906540.252000
170 137 1775906540.253000
169 129 1775906540.268000
169 120 1775906540.285000
170 114 1775906540.302000
176 110 1775906540.318000
183 110 1775906540.335000
189 110 1775906540.351000
193 111 1775906540.368000
196 117 1775906540.385000
196 124 1775906540.401000
196 131 1775906540.418000
195 139 1775906540.434000
190 145 1775906540.451000
185 149 1775906540.468000
180 151 1775906540.484000
176 151 1775906540.501000
173 150 1775906540.518000
173 145 1775906540.534000
173 140 1775906540.551000
175 136 1775906540.568000
181 135 1775906540.584000
188 135 1775906540.601000

