STROKE 1
155 146 1775908280.977000
164 144 1775908281.034000
165 149 1775908281.051000
165 155 1775908281.067000
165 159 1775908281.084000
161 160 1775908281.101000
156 160 1775908281.117000
152 160 1775908281.134000
149 155 1775908281.151000
147 148 1775908281.167000
147 140 1775908281.184000
147 132 1775908281.200000
152 126 1775908281.217000
158 124 1775908281.233000
166 124 1775908281.250000
171 124 1775908281.267000

STROKE 2
192 133 1775908281.442000
204 120 1775908281.483000
209 123 1775908281.500000
214 129 1775908281.517000
217 136 1775908281.533000
217 143 1775908281.550000
217 150 1775908281.566000
213 156 1775908281.583000
206 160 1775908281.600000
197 162 1775908281.616000
190 162 1775908281.633000
185 161 1775908281.650000
183 154 1775908281.666000
182 147 1775908281.683000
182 141 1775908281.699000
185 138 1775908281.716000
189 136 1775908281.733000
193 136 1775908281.749000
196 136 1775908281.766000
198 138 1775908281.783000
199 142 1775908281.799000
199 146 1775908281.816000
199 150 1775908281.832000
199 156 1775908281.849000

STROKE 3
204 186 1775908282.124000
202 188 1775908282.416000
200 188 1775908282.432000
199 187 1775908282.449000
199 184 1775908282.465000
199 183 1775908282.482000
202 187 1775908282.515000

