STROKE 1
147 174 1775799239.067000
138 164 1775799239.161000
138 160 1775799239.177000
138 154 1775799239.194000
142 150 1775799239.211000
147 146 1775799239.227000
152 145 1775799239.244000
157 144 1775799239.260000
161 144 1775799239.277000
164 144 1775799239.293000
166 144 1775799239.310000
168 147 1775799239.327000
169 151 1775799239.343000
169 155 1775799239.360000
169 159 1775799239.376000
169 163 1775799239.393000
170 166 1775799239.410000
171 169 1775799239.427000
173 172 1775799239.443000
176 174 1775799239.460000
180 175 1775799239.476000
184 175 1775799239.493000
188 175 1775799239.510000
191 174 1775799239.526000
195 171 1775799239.543000
198 166 1775799239.560000
199 159 1775799239.576000
200 152 1775799239.593000
200 145 1775799239.609000
200 141 1775799239.626000
198 140 1775799239.643000
196 140 1775799239.659000

STROKE 2
189 134 1775799243.211000
179 133 1775799243.322000
176 133 1775799243.338000
174 128 1775799243.354000
174 122 1775799243.371000
174 115 1775799243.388000
174 109 1775799243.404000
178 104 1775799243.421000
182 101 1775799243.438000
187 100 1775799243.454000
192 100 1775799243.471000
195 100 1775799243.487000
197 104 1775799243.504000
199 109 1775799243.520000
199 113 1775799243.537000
199 117 1775799243.554000
199 120 1775799243.570000
199 124 1775799243.587000
198 126 1775799243.604000
195 129 1775799243.620000
192 132 1775799243.637000
189 134 1775799243.654000
185 136 1775799243.670000
181 136 1775799243.687000
178 136 1775799243.703000
177 132 1775799243.720000
177 126 1775799243.737000
179 122 1775799243.753000
184 120 1775799243.770000
188 119 1775799243.787000
192 120 1775799243.803000
199 123 1775799243.820000

