STROKE 1
129 127 1775890946.576000
126 137 1775890946.636000
127 143 1775890946.652000
132 150 1775890946.668000
141 158 1775890946.685000

STROKE 2
164 124 1775890946.876000
171 125 1775890946.952000
173 130 1775890946.968000
174 136 1775890946.985000
174 141 1775890947.002000
174 147 1775890947.018000
168 152 1775890947.035000
157 157 1775890947.051000
147 159 1775890947.068000
140 160 1775890947.084000
136 159 1775890947.101000
136 155 1775890947.118000
136 150 1775890947.134000
138 147 1775890947.151000
142 145 1775890947.168000
145 145 1775890947.184000
149 145 1775890947.201000
154 145 1775890947.217000
158 146 1775890947.234000

STROKE 3
144 179 1775890947.475000
149 169 1775890947.517000
151 167 1775890947.534000
155 166 1775890947.550000
159 166 1775890947.567000
163 166 1775890947.584000
166 167 1775890947.601000
168 170 1775890947.617000
168 175 1775890947.634000
168 181 1775890947.651000
166 188 1775890947.667000
160 196 1775890947.684000
153 202 1775890947.700000
148 205 1775890947.717000
144 206 1775890947.733000
142 205 1775890947.750000
139 197 1775890947.767000
139 187 1775890947.783000
139 177 1775890947.800000
144 170 1775890947.817000
149 168 1775890947.833000
155 168 1775890947.850000

STROKE 4
196 127 1775890948.224000
190 127 1775890948.333000
191 131 1775890948.350000
194 135 1775890948.366000
197 141 1775890948.383000
200 146 1775890948.399000
201 150 1775890948.416000
201 154 1775890948.433000
201 155 1775890948.449000
199 156 1775890948.466000
196 156 1775890948.483000
194 156 1775890948.499000
193 154 1775890948.516000
192 152 1775890948.532000
192 150 1775890948.549000
192 149 1775890948.565000
192 149 1775890948.582000
194 149 1775890948.599000
195 149 1775890948.615000
196 150 1775890948.632000
196 156 1775890948.649000
197 164 1775890948.665000
198 173 1775890948.682000
200 183 1775890948.699000
201 192 1775890948.715000
202 199 1775890948.732000
202 205 1775890948.749000

STROKE 5
209 120 1775890948.906000
196 122 1775890948.982000
192 122 1775890948.999000
189 115 1775890949.015000
187 106 1775890949.032000
187 98 1775890949.048000
187 92 1775890949.065000
192 91 1775890949.082000
200 91 1775890949.098000
212 94 1775890949.115000

