STROKE 1
121 169 1775646234.507000
131 156 1775646234.566000
136 156 1775646234.582000
140 158 1775646234.599000
142 161 1775646234.615000
142 164 1775646234.632000
142 167 1775646234.649000
138 170 1775646234.665000
130 172 1775646234.682000
122 172 1775646234.698000
115 170 1775646234.715000
111 161 1775646234.732000
111 151 1775646234.748000
112 142 1775646234.765000
118 136 1775646234.781000
126 134 1775646234.798000
135 134 1775646234.815000
142 134 1775646234.831000

STROKE 2
185 165 1775646237.136000
178 172 1775646237.178000
174 173 1775646237.195000
171 175 1775646237.212000
169 175 1775646237.228000
166 175 1775646237.245000
164 170 1775646237.262000
163 162 1775646237.278000
162 154 1775646237.295000
162 147 1775646237.311000
166 141 1775646237.328000
172 138 1775646237.344000
178 137 1775646237.361000
183 136 1775646237.377000
186 136 1775646237.394000
188 138 1775646237.411000
189 141 1775646237.427000
189 147 1775646237.444000
190 153 1775646237.461000
190 159 1775646237.478000
190 165 1775646237.494000
190 169 1775646237.511000
189 172 1775646237.527000
186 174 1775646237.544000

STROKE 3
192 156 1775646238.019000
195 142 1775646238.043000
197 137 1775646238.060000
202 135 1775646238.077000
209 134 1775646238.093000
216 134 1775646238.110000
220 134 1775646238.126000
222 138 1775646238.143000
222 142 1775646238.160000
222 148 1775646238.176000
219 155 1775646238.193000
213 161 1775646238.210000
208 166 1775646238.226000
203 168 1775646238.243000
198 169 1775646238.259000
194 169 1775646238.276000
190 167 1775646238.293000
188 163 1775646238.309000
187 159 1775646238.326000

STROKE 4
217 159 1775646238.502000
221 148 1775646238.525000
222 144 1775646238.543000
227 141 1775646238.559000
233 139 1775646238.576000
241 139 1775646238.592000
247 139 1775646238.609000
250 142 1775646238.626000
251 149 1775646238.642000
251 157 1775646238.659000
251 166 1775646238.676000
249 174 1775646238.692000
246 181 1775646238.709000
244 184 1775646238.725000

STROKE 5
290 167 1775646238.867000
282 166 1775646238.908000
277 166 1775646238.925000
272 164 1775646238.942000
267 158 1775646238.959000
264 150 1775646238.975000
263 143 1775646238.992000
263 139 1775646239.009000
264 136 1775646239.025000
269 135 1775646239.042000
274 135 1775646239.059000
277 135 1775646239.075000
278 135 1775646239.092000
279 135 1775646239.108000
275 135 1775646239.142000
270 132 1775646239.158000
265 125 1775646239.175000
263 119 1775646239.191000
262 114 1775646239.208000
264 110 1775646239.225000
271 109 1775646239.241000
286 109 1775646239.258000
299 115 1775646239.274000

