STROKE 1
145 191 1775579671.609000
140 181 1775579671.665000
140 179 1775579671.682000
140 178 1775579671.683000
140 172 1775579671.698000
140 166 1775579671.715000
140 159 1775579671.731000
140 153 1775579671.748000
142 145 1775579671.765000
147 138 1775579671.782000
154 132 1775579671.799000
164 126 1775579671.815000
176 123 1775579671.831000
187 123 1775579671.849000
195 123 1775579671.865000
201 125 1775579671.882000
206 129 1775579671.898000
209 135 1775579671.915000
211 145 1775579671.931000
211 157 1775579671.948000
211 167 1775579671.965000
210 174 1775579671.981000
208 178 1775579671.998000
207 181 1775579672.015000
206 183 1775579672.031000
205 184 1775579672.048000
205 184 1775579672.065000
205 184 1775579672.132000
206 180 1775579672.148000
210 173 1775579672.165000
216 165 1775579672.182000
224 158 1775579672.199000
232 151 1775579672.215000
241 146 1775579672.232000
249 142 1775579672.248000
255 141 1775579672.265000
260 141 1775579672.282000
264 141 1775579672.299000
268 142 1775579672.315000
271 146 1775579672.331000
274 152 1775579672.349000
276 159 1775579672.365000
277 165 1775579672.381000
278 173 1775579672.398000
279 181 1775579672.415000
279 189 1775579672.431000
279 195 1775579672.448000
278 199 1775579672.465000
276 201 1775579672.481000
274 202 1775579672.498000
271 203 1775579672.515000
268 203 1775579672.531000
266 203 1775579672.548000
265 203 1775579672.565000
263 203 1775579672.581000
260 203 1775579672.598000

STROKE 2
179 203 1775579672.843000
185 210 1775579672.864000
185 215 1775579672.881000
185 220 1775579672.898000
185 225 1775579672.915000
183 229 1775579672.932000
177 233 1775579672.948000
170 237 1775579672.965000
162 238 1775579672.981000
154 239 1775579672.998000
144 239 1775579673.015000
136 237 1775579673.032000
128 233 1775579673.049000
120 228 1775579673.065000
113 224 1775579673.081000
106 219 1775579673.098000
101 212 1775579673.114000
97 204 1775579673.131000
95 194 1775579673.148000
94 182 1775579673.165000
94 168 1775579673.181000
94 157 1775579673.198000
94 147 1775579673.214000
94 139 1775579673.231000
96 132 1775579673.248000
98 124 1775579673.264000
101 118 1775579673.281000
104 110 1775579673.298000
107 102 1775579673.315000
111 95 1775579673.332000
116 87 1775579673.348000
121 80 1775579673.365000
126 74 1775579673.381000
132 69 1775579673.398000
139 67 1775579673.415000
149 66 1775579673.431000
162 66 1775579673.448000
178 66 1775579673.465000
193 68 1775579673.481000
206 71 1775579673.498000
217 74 1775579673.514000
225 76 1775579673.531000
231 78 1775579673.548000
236 81 1775579673.564000

