STROKE 1
103 144 1775581027.842000
108 129 1775581027.884000
117 125 1775581027.901000
128 123 1775581027.917000
139 122 1775581027.934000
149 122 1775581027.951000
158 123 1775581027.968000
163 128 1775581027.984000
166 134 1775581028.001000
166 141 1775581028.018000
166 148 1775581028.034000
162 157 1775581028.051000
156 164 1775581028.067000
150 171 1775581028.084000
144 175 1775581028.100000
140 177 1775581028.117000
136 177 1775581028.134000
132 177 1775581028.150000
129 173 1775581028.167000
127 169 1775581028.184000
127 164 1775581028.200000
127 160 1775581028.217000
128 157 1775581028.234000
132 155 1775581028.250000
137 154 1775581028.267000
142 153 1775581028.284000
145 153 1775581028.300000
149 153 1775581028.317000
152 153 1775581028.333000
154 153 1775581028.350000
156 153 1775581028.367000
157 154 1775581028.383000
158 154 1775581028.400000
159 154 1775581028.417000
159 154 1775581028.433000
159 154 1775581028.450000
160 152 1775581028.467000
162 147 1775581028.483000
165 141 1775581028.500000
169 135 1775581028.516000
173 132 1775581028.533000
179 131 1775581028.550000
183 130 1775581028.567000
188 130 1775581028.583000
192 133 1775581028.600000
196 137 1775581028.616000
198 141 1775581028.633000
199 146 1775581028.650000
199 151 1775581028.666000
199 155 1775581028.683000
195 159 1775581028.700000
189 162 1775581028.716000
182 163 1775581028.733000
175 164 1775581028.750000
167 164 1775581028.766000
158 164 1775581028.783000
149 161 1775581028.799000
143 157 1775581028.816000

