STROKE 1
114 162 1775908509.452000
124 153 1775908509.496000
128 154 1775908509.513000
131 159 1775908509.529000
132 165 1775908509.546000
132 170 1775908509.563000
132 174 1775908509.579000
128 175 1775908509.596000
123 175 1775908509.612000
118 175 1775908509.629000
113 171 1775908509.646000
111 165 1775908509.662000
110 157 1775908509.679000
110 149 1775908509.696000
113 144 1775908509.712000
119 141 1775908509.729000
127 140 1775908509.746000
135 140 1775908509.762000
140 141 1775908509.779000

STROKE 2
155 146 1775908510.006000
158 142 1775908510.018000
160 140 1775908510.028000
164 140 1775908510.045000
168 141 1775908510.062000
172 145 1775908510.079000
174 151 1775908510.095000
174 158 1775908510.112000
174 164 1775908510.129000
171 170 1775908510.145000
165 172 1775908510.162000
158 173 1775908510.179000
154 173 1775908510.195000
150 171 1775908510.212000
149 166 1775908510.228000
149 161 1775908510.245000
149 157 1775908510.261000
149 156 1775908510.278000
151 156 1775908510.295000
154 156 1775908510.312000
156 157 1775908510.328000
157 161 1775908510.345000
158 165 1775908510.361000
158 167 1775908510.378000

STROKE 3
175 163 1775908510.537000
180 149 1775908510.561000
183 145 1775908510.578000
188 143 1775908510.595000
194 143 1775908510.611000
200 143 1775908510.628000
204 147 1775908510.644000
207 153 1775908510.661000
207 160 1775908510.677000
207 169 1775908510.694000
207 174 1775908510.711000

STROKE 4
233 164 1775908510.870000
226 158 1775908510.911000
222 156 1775908510.928000
219 154 1775908510.944000
216 151 1775908510.961000
215 148 1775908510.977000
215 144 1775908510.994000
219 141 1775908511.011000
226 139 1775908511.027000
231 139 1775908511.044000
232 139 1775908511.061000
232 140 1775908511.077000
227 141 1775908511.094000
220 141 1775908511.110000
216 137 1775908511.127000
214 129 1775908511.144000
214 121 1775908511.160000
217 115 1775908511.177000
223 111 1775908511.193000
231 111 1775908511.210000
242 113 1775908511.227000
247 116 1775908511.243000

STROKE 5
225 192 1775908511.535000
224 191 1775908511.743000
225 190 1775908511.760000
228 190 1775908511.776000

STROKE 6
156 140 1775908514.082000
152 145 1775908514.156000
152 148 1775908514.173000
153 152 1775908514.189000

