STROKE 1
134 159 1775579633.145000
145 150 1775579633.183000
151 147 1775579633.200000
157 145 1775579633.217000
167 143 1775579633.233000
178 142 1775579633.250000
187 142 1775579633.266000
195 144 1775579633.284000
203 148 1775579633.300000
209 153 1775579633.316000
213 159 1775579633.334000
215 165 1775579633.350000
215 171 1775579633.367000
207 176 1775579633.384000
196 179 1775579633.400000
184 180 1775579633.416000
174 180 1775579633.433000
166 180 1775579633.450000
159 180 1775579633.466000
156 180 1775579633.483000
155 180 1775579633.500000
155 180 1775579633.568000
159 180 1775579633.583000
169 182 1775579633.600000
181 186 1775579633.617000
192 190 1775579633.633000
200 195 1775579633.650000
206 200 1775579633.666000
209 204 1775579633.683000
210 208 1775579633.700000
211 211 1775579633.716000
211 214 1775579633.733000
211 217 1775579633.750000
211 220 1775579633.766000
208 223 1775579633.783000
202 225 1775579633.800000
196 226 1775579633.816000
188 226 1775579633.833000
181 226 1775579633.850000
174 226 1775579633.866000
168 225 1775579633.883000
161 222 1775579633.900000
157 219 1775579633.916000
154 217 1775579633.933000
153 215 1775579633.950000
152 214 1775579633.966000
152 214 1775579633.983000
151 213 1775579634.000000
151 211 1775579634.016000

STROKE 2
171 127 1775579634.261000
170 120 1775579634.334000
165 118 1775579634.351000
160 114 1775579634.367000
155 110 1775579634.384000
150 105 1775579634.400000
146 100 1775579634.416000
143 95 1775579634.433000
142 89 1775579634.450000
142 83 1775579634.466000
142 77 1775579634.483000
145 72 1775579634.500000
152 67 1775579634.516000
160 63 1775579634.533000
171 61 1775579634.550000
184 60 1775579634.566000
198 60 1775579634.583000
211 61 1775579634.600000
222 66 1775579634.616000
232 71 1775579634.633000
241 77 1775579634.650000
248 84 1775579634.666000
251 94 1775579634.683000
252 104 1775579634.700000
252 114 1775579634.716000
252 123 1775579634.733000
250 132 1775579634.750000
245 138 1775579634.766000
235 141 1775579634.783000
222 143 1775579634.800000
210 144 1775579634.816000
198 144 1775579634.833000
189 144 1775579634.850000
180 144 1775579634.866000
174 144 1775579634.883000
169 143 1775579634.899000
165 140 1775579634.916000
164 137 1775579634.933000
163 134 1775579634.949000
163 131 1775579634.966000
166 127 1775579634.983000
173 124 1775579634.999000
182 122 1775579635.016000
193 121 1775579635.033000
203 121 1775579635.049000
212 121 1775579635.066000
218 123 1775579635.083000
224 125 1775579635.099000
228 128 1775579635.116000
231 130 1775579635.133000
234 132 1775579635.150000
235 133 1775579635.166000
235 135 1775579635.183000

