STROKE 1
154 167 1775908769.674000
142 174 1775908769.714000
139 174 1775908769.731000
135 174 1775908769.748000
133 174 1775908769.765000
132 168 1775908769.781000
132 160 1775908769.798000
133 153 1775908769.814000
137 149 1775908769.831000
142 148 1775908769.848000
145 148 1775908769.864000
147 150 1775908769.881000
148 155 1775908769.897000
148 160 1775908769.914000
149 165 1775908769.930000
149 167 1775908769.947000
149 168 1775908769.964000
149 168 1775908769.981000
151 164 1775908769.997000
156 157 1775908770.014000
162 151 1775908770.031000
170 149 1775908770.047000
178 148 1775908770.064000
185 148 1775908770.080000
190 152 1775908770.097000
190 158 1775908770.114000
190 164 1775908770.130000
186 168 1775908770.147000
178 171 1775908770.164000
172 172 1775908770.180000
165 172 1775908770.197000
159 172 1775908770.213000

STROKE 2
158 166 1775908770.705000
156 166 1775908770.763000
162 169 1775908770.780000
167 171 1775908770.796000

STROKE 3
209 146 1775908771.188000
203 152 1775908771.246000
204 158 1775908771.262000
209 163 1775908771.279000
213 165 1775908771.296000

STROKE 4
220 146 1775908771.439000
228 148 1775908771.495000
228 153 1775908771.512000
228 156 1775908771.528000
228 158 1775908771.529000
227 162 1775908771.545000
221 165 1775908771.562000
214 166 1775908771.579000
209 166 1775908771.596000
204 166 1775908771.612000
203 162 1775908771.629000
203 159 1775908771.645000
204 157 1775908771.662000
211 157 1775908771.678000
220 159 1775908771.695000
226 161 1775908771.711000

STROKE 5
225 143 1775908771.920000
215 139 1775908771.961000
213 139 1775908771.978000
212 136 1775908771.994000
212 130 1775908772.011000
215 122 1775908772.028000
222 116 1775908772.045000
230 114 1775908772.061000
240 114 1775908772.078000

STROKE 6
248 147 1775908772.386000
241 143 1775908772.644000
240 143 1775908772.660000
240 143 1775908772.677000

STROKE 7
240 169 1775908772.952000
241 164 1775908773.093000
241 162 1775908773.109000
242 160 1775908773.125000
243 160 1775908773.143000
242 161 1775908773.193000
241 162 1775908773.210000
240 162 1775908773.226000
240 162 1775908773.243000
240 164 1775908773.259000

