STROKE 1
142 131 1775891533.156000
134 136 1775891533.266000
139 140 1775891533.282000
143 144 1775891533.299000
147 147 1775891533.316000
149 150 1775891533.332000
150 153 1775891533.349000
150 155 1775891533.366000
150 157 1775891533.382000
149 160 1775891533.399000
146 162 1775891533.416000
142 163 1775891533.432000
139 163 1775891533.449000
137 163 1775891533.465000
137 163 1775891533.482000
137 161 1775891533.498000
137 160 1775891533.515000
138 159 1775891533.532000
140 158 1775891533.548000
141 158 1775891533.565000
142 158 1775891533.581000
143 162 1775891533.598000
144 168 1775891533.615000
145 176 1775891533.632000
146 187 1775891533.648000
146 197 1775891533.665000
146 206 1775891533.681000
147 214 1775891533.698000
147 220 1775891533.715000
148 224 1775891533.731000
149 225 1775891533.748000

STROKE 2
189 126 1775891537.284000
177 126 1775891537.326000
173 130 1775891537.343000
170 133 1775891537.360000
169 137 1775891537.376000
169 139 1775891537.393000
170 140 1775891537.409000
175 141 1775891537.426000
181 142 1775891537.443000
186 144 1775891537.459000
189 147 1775891537.476000
192 150 1775891537.493000
192 153 1775891537.509000
192 156 1775891537.526000
189 159 1775891537.543000
184 161 1775891537.559000
179 162 1775891537.576000
175 162 1775891537.592000
173 161 1775891537.609000
173 156 1775891537.626000
174 152 1775891537.642000
177 149 1775891537.659000
180 148 1775891537.675000
182 148 1775891537.692000
182 148 1775891537.709000
182 152 1775891537.726000
182 156 1775891537.742000

STROKE 3
181 162 1775891540.097000
189 158 1775891540.173000
192 159 1775891540.189000
195 162 1775891540.205000
197 165 1775891540.222000
198 168 1775891540.239000
198 170 1775891540.255000
198 172 1775891540.272000
198 174 1775891540.289000
196 175 1775891540.305000
192 176 1775891540.322000
190 177 1775891540.339000
189 177 1775891540.355000
188 177 1775891540.372000
189 177 1775891540.406000
192 177 1775891540.422000
195 179 1775891540.439000
197 181 1775891540.455000
197 185 1775891540.472000
197 189 1775891540.488000
195 192 1775891540.505000
189 195 1775891540.521000
182 197 1775891540.538000
178 198 1775891540.555000

STROKE 4
197 146 1775891541.162000
202 134 1775891541.187000
206 131 1775891541.204000
212 130 1775891541.220000
217 130 1775891541.237000
222 131 1775891541.254000
225 136 1775891541.271000
226 142 1775891541.287000
226 147 1775891541.304000
226 151 1775891541.320000
226 157 1775891541.337000

