STROKE 1
127 97 1775580577.656000
137 90 1775580577.680000
145 89 1775580577.697000
154 89 1775580577.714000
161 89 1775580577.730000
166 93 1775580577.747000
168 102 1775580577.763000
169 111 1775580577.780000
169 120 1775580577.797000
169 128 1775580577.813000
166 136 1775580577.830000
162 142 1775580577.846000
156 145 1775580577.863000
151 146 1775580577.880000
147 146 1775580577.896000
142 142 1775580577.913000
139 136 1775580577.930000
138 129 1775580577.946000
137 124 1775580577.963000
137 120 1775580577.980000
139 119 1775580577.996000
142 118 1775580578.013000
147 118 1775580578.029000
151 119 1775580578.046000
156 122 1775580578.063000
158 123 1775580578.079000

STROKE 2
185 89 1775580578.337000
185 103 1775580578.362000
185 113 1775580578.378000
185 125 1775580578.395000
186 139 1775580578.412000
186 152 1775580578.429000
187 165 1775580578.445000
187 176 1775580578.462000
187 186 1775580578.478000
187 193 1775580578.495000
184 199 1775580578.512000
180 202 1775580578.528000
176 203 1775580578.545000
171 203 1775580578.561000
166 203 1775580578.578000
160 199 1775580578.595000
155 191 1775580578.611000
151 181 1775580578.628000
148 171 1775580578.645000
146 162 1775580578.661000
146 153 1775580578.678000
147 149 1775580578.694000

STROKE 3
245 110 1775580578.918000
237 114 1775580578.961000
229 114 1775580578.977000
222 113 1775580578.994000
218 109 1775580579.011000
216 103 1775580579.027000
216 98 1775580579.044000
216 95 1775580579.061000
217 93 1775580579.077000
221 92 1775580579.094000
226 92 1775580579.111000
228 92 1775580579.127000
230 92 1775580579.144000
223 92 1775580579.177000
212 92 1775580579.193000
203 90 1775580579.210000
198 87 1775580579.227000
197 82 1775580579.243000
198 78 1775580579.260000
207 73 1775580579.277000
221 69 1775580579.294000
239 67 1775580579.310000

