STROKE 1
157 160 1775644321.923000
153 163 1775644321.948000
148 163 1775644321.965000
142 163 1775644321.982000
137 163 1775644321.998000
131 163 1775644322.015000
125 158 1775644322.032000
121 152 1775644322.048000
119 144 1775644322.065000
118 137 1775644322.082000
118 132 1775644322.098000
121 127 1775644322.115000
127 125 1775644322.132000
134 124 1775644322.148000
140 124 1775644322.165000
145 124 1775644322.182000
152 125 1775644322.198000

STROKE 2
177 129 1775644326.333000
177 133 1775644326.392000
177 136 1775644326.409000
177 141 1775644326.426000
177 146 1775644326.442000
178 151 1775644326.459000
181 155 1775644326.475000
184 158 1775644326.492000
189 160 1775644326.509000
194 160 1775644326.525000
199 160 1775644326.542000
202 160 1775644326.558000
205 159 1775644326.575000
208 156 1775644326.592000
211 153 1775644326.608000
213 150 1775644326.625000
214 147 1775644326.642000
215 144 1775644326.658000
215 141 1775644326.675000
215 138 1775644326.691000
214 136 1775644326.708000
212 134 1775644326.725000
210 133 1775644326.741000
208 133 1775644326.758000
207 133 1775644326.775000
206 133 1775644326.791000
206 133 1775644326.808000
206 133 1775644326.825000
206 136 1775644326.841000
206 140 1775644326.858000
209 146 1775644326.874000
214 152 1775644326.891000
219 157 1775644326.908000
224 160 1775644326.924000
230 161 1775644326.941000
235 161 1775644326.958000
240 161 1775644326.976000
244 161 1775644326.991000
246 157 1775644327.008000
247 152 1775644327.024000
248 146 1775644327.041000
248 140 1775644327.058000
248 134 1775644327.074000
247 129 1775644327.091000
244 125 1775644327.108000
241 122 1775644327.124000
238 121 1775644327.141000
236 120 1775644327.157000
235 120 1775644327.174000
234 120 1775644327.191000
234 121 1775644327.207000

STROKE 3
242 125 1775644327.432000
232 126 1775644327.524000
225 123 1775644327.541000
219 117 1775644327.557000
215 109 1775644327.574000
215 102 1775644327.590000
217 96 1775644327.607000
226 93 1775644327.623000
247 92 1775644327.640000
276 94 1775644327.657000

