STROKE 1
130 112 1775579832.119000
128 101 1775579832.145000
129 96 1775579832.162000
135 92 1775579832.178000
142 89 1775579832.195000
150 87 1775579832.212000
156 87 1775579832.228000
160 88 1775579832.245000
163 94 1775579832.262000
164 102 1775579832.278000
164 111 1775579832.295000
164 120 1775579832.312000
164 129 1775579832.328000
164 138 1775579832.345000
162 146 1775579832.361000
159 152 1775579832.378000
156 156 1775579832.395000
151 158 1775579832.411000
146 159 1775579832.428000
141 159 1775579832.445000
136 157 1775579832.461000
130 152 1775579832.478000
125 146 1775579832.495000
121 140 1775579832.511000
119 133 1775579832.528000
119 125 1775579832.544000
119 118 1775579832.561000
120 112 1775579832.578000
124 108 1775579832.595000
127 105 1775579832.611000
130 105 1775579832.628000
134 105 1775579832.644000
138 108 1775579832.661000
140 114 1775579832.678000
141 119 1775579832.694000
141 125 1775579832.711000
141 130 1775579832.727000
138 134 1775579832.744000
135 139 1775579832.761000
132 143 1775579832.777000
129 146 1775579832.794000
129 148 1775579832.810000

STROKE 2
164 101 1775579835.679000
164 95 1775579835.722000
164 92 1775579835.739000
166 88 1775579835.756000
169 85 1775579835.773000
174 82 1775579835.789000
180 80 1775579835.806000
185 79 1775579835.823000
190 79 1775579835.839000
194 82 1775579835.856000
197 89 1775579835.873000
199 97 1775579835.889000
200 106 1775579835.906000
201 113 1775579835.922000
201 120 1775579835.939000
201 124 1775579835.955000
200 128 1775579835.972000
199 131 1775579835.989000
198 134 1775579836.005000
198 135 1775579836.022000

