STROKE 1
129 155 1775798193.278000
135 152 1775798193.371000
136 155 1775798193.390000
137 158 1775798193.405000
137 161 1775798193.421000
137 165 1775798193.438000
136 169 1775798193.455000
132 173 1775798193.471000
128 175 1775798193.488000
123 175 1775798193.505000
120 172 1775798193.521000
118 164 1775798193.537000
118 154 1775798193.554000
118 146 1775798193.571000
119 138 1775798193.587000
123 131 1775798193.604000
128 126 1775798193.621000
133 125 1775798193.637000
139 125 1775798193.654000
148 125 1775798193.671000

STROKE 2
174 156 1775798196.873000
165 153 1775798197.017000
164 148 1775798197.033000
163 141 1775798197.049000
163 135 1775798197.066000
164 130 1775798197.083000
168 126 1775798197.099000
172 123 1775798197.116000
175 122 1775798197.132000
179 122 1775798197.149000
182 122 1775798197.166000
185 123 1775798197.182000
187 126 1775798197.199000
188 130 1775798197.216000
188 134 1775798197.232000
188 139 1775798197.249000
188 142 1775798197.265000
187 146 1775798197.282000
184 149 1775798197.299000
181 153 1775798197.315000
178 155 1775798197.332000
175 157 1775798197.349000
173 158 1775798197.365000
172 158 1775798197.382000

STROKE 3
185 146 1775798197.772000
186 135 1775798197.786000
186 129 1775798197.797000
190 127 1775798197.814000
195 126 1775798197.831000
200 126 1775798197.847000
205 126 1775798197.864000
210 126 1775798197.880000
213 126 1775798197.897000
214 131 1775798197.914000
215 137 1775798197.930000
215 143 1775798197.947000
215 148 1775798197.964000
215 152 1775798197.980000
214 155 1775798197.997000
213 158 1775798198.014000
213 159 1775798198.030000

STROKE 4
212 147 1775798198.288000
215 136 1775798198.303000
215 131 1775798198.314000
218 128 1775798198.331000
222 127 1775798198.347000
226 126 1775798198.364000
231 126 1775798198.381000
235 126 1775798198.397000
239 126 1775798198.414000
241 130 1775798198.431000
241 135 1775798198.447000
241 141 1775798198.464000
241 147 1775798198.481000
241 152 1775798198.497000
241 156 1775798198.514000
241 161 1775798198.530000
240 164 1775798198.547000
240 165 1775798198.564000

STROKE 5
283 149 1775798198.687000
277 153 1775798198.747000
273 154 1775798198.764000
268 154 1775798198.781000
262 154 1775798198.797000
258 150 1775798198.814000
256 145 1775798198.830000
256 138 1775798198.847000
256 132 1775798198.863000
260 125 1775798198.880000
266 120 1775798198.897000
273 116 1775798198.913000
279 115 1775798198.930000
284 115 1775798198.947000
286 115 1775798198.963000
285 115 1775798198.996000
280 116 1775798199.013000
274 116 1775798199.030000
268 116 1775798199.046000
262 115 1775798199.063000
256 111 1775798199.080000
252 105 1775798199.096000
251 98 1775798199.113000
251 92 1775798199.130000
257 87 1775798199.146000
266 84 1775798199.163000
276 84 1775798199.179000
298 87 1775798199.196000
310 92 1775798199.213000

STROKE 6
301 128 1775798199.453000
302 132 1775798199.746000
301 131 1775798199.762000
301 129 1775798199.779000
301 128 1775798199.796000
301 128 1775798199.812000

STROKE 7
303 166 1775798200.085000
306 158 1775798200.362000
304 158 1775798200.378000
304 158 1775798200.395000
303 158 1775798200.411000

