STROKE 1
132 127 1775908491.415000
142 121 1775908491.456000
146 122 1775908491.473000
148 125 1775908491.489000
148 129 1775908491.506000
148 132 1775908491.523000
148 135 1775908491.539000
147 137 1775908491.556000
146 139 1775908491.573000
146 140 1775908491.589000
146 141 1775908491.606000
146 143 1775908491.622000
149 146 1775908491.639000
151 149 1775908491.656000
152 153 1775908491.672000
152 156 1775908491.689000
152 160 1775908491.705000
148 162 1775908491.722000
142 164 1775908491.739000
137 164 1775908491.755000
134 164 1775908491.772000
133 164 1775908491.789000

STROKE 2
151 144 1775908492.031000
154 130 1775908492.055000
156 125 1775908492.072000
160 124 1775908492.088000
166 124 1775908492.105000
172 124 1775908492.122000
178 127 1775908492.138000
183 131 1775908492.155000
185 136 1775908492.172000
185 141 1775908492.188000
185 146 1775908492.205000
184 150 1775908492.221000
180 153 1775908492.238000
175 155 1775908492.255000
171 155 1775908492.271000
169 155 1775908492.288000
169 153 1775908492.305000
169 150 1775908492.321000
169 148 1775908492.338000
173 147 1775908492.355000
177 147 1775908492.371000
180 147 1775908492.388000

STROKE 3
167 110 1775908492.647000
160 100 1775908492.771000
162 99 1775908492.788000
164 99 1775908492.804000
165 99 1775908492.821000
165 101 1775908492.838000
165 103 1775908492.854000
165 104 1775908492.871000
165 105 1775908492.887000

STROKE 4
175 158 1775908493.429000
173 157 1775908493.487000
173 165 1775908493.503000
173 169 1775908493.520000
173 173 1775908493.520000
173 181 1775908493.537000
173 186 1775908493.553000
173 189 1775908493.570000
176 190 1775908493.586000
185 190 1775908493.603000

