STROKE 1
157 111 1775579685.561000
157 99 1775579685.587000
164 91 1775579685.604000
173 85 1775579685.621000
183 82 1775579685.637000
192 82 1775579685.654000
198 82 1775579685.671000
204 88 1775579685.688000
206 96 1775579685.704000
206 106 1775579685.721000
203 118 1775579685.737000
194 130 1775579685.754000
185 141 1775579685.771000
177 149 1775579685.787000
170 153 1775579685.804000
163 154 1775579685.820000
158 154 1775579685.837000
152 152 1775579685.854000
148 147 1775579685.870000
145 141 1775579685.887000
143 135 1775579685.904000
142 129 1775579685.920000
142 122 1775579685.937000
146 116 1775579685.954000
150 111 1775579685.970000
155 110 1775579685.987000
160 110 1775579686.003000
164 110 1775579686.020000
167 116 1775579686.037000
168 122 1775579686.053000
168 128 1775579686.070000
168 134 1775579686.087000
168 139 1775579686.103000
168 144 1775579686.120000
168 150 1775579686.137000
168 153 1775579686.153000

