STROKE 1
105 144 1775579956.006000
106 130 1775579956.033000
109 127 1775579956.050000
114 125 1775579956.066000
119 125 1775579956.083000
124 130 1775579956.100000
125 138 1775579956.116000
125 147 1775579956.133000
123 156 1775579956.150000
119 163 1775579956.166000
115 166 1775579956.183000
111 168 1775579956.199000
106 168 1775579956.216000
100 163 1775579956.233000
93 153 1775579956.249000
87 142 1775579956.266000
84 131 1775579956.283000
83 122 1775579956.299000
84 116 1775579956.316000
89 113 1775579956.333000
96 111 1775579956.349000
105 109 1775579956.366000
115 107 1775579956.382000
119 107 1775579956.399000

STROKE 2
166 103 1775579956.755000
165 111 1775579956.799000
165 119 1775579956.815000
166 127 1775579956.832000
167 134 1775579956.849000
169 141 1775579956.866000
172 146 1775579956.882000
177 147 1775579956.899000
183 147 1775579956.915000
189 142 1775579956.932000
193 136 1775579956.949000
195 129 1775579956.965000
196 123 1775579956.982000
196 117 1775579956.999000
196 112 1775579957.015000
196 108 1775579957.032000
196 106 1775579957.048000
196 106 1775579957.065000
198 106 1775579957.115000

STROKE 3
250 114 1775579957.372000
241 111 1775579957.465000
241 110 1775579957.481000
243 108 1775579957.498000
246 107 1775579957.515000
249 107 1775579957.531000
250 107 1775579957.548000

STROKE 4
248 148 1775579958.670000
251 140 1775579958.712000
255 140 1775579958.729000
257 140 1775579958.746000
259 139 1775579958.763000
260 139 1775579958.779000
257 139 1775579958.830000
253 139 1775579958.846000
250 139 1775579958.863000
248 139 1775579958.879000
248 139 1775579958.896000
248 140 1775579958.930000
251 142 1775579958.946000

