STROKE 1
112 135 1775905752.926000
110 142 1775905752.984000
110 149 1775905753.000000
110 156 1775905753.017000
111 163 1775905753.034000
115 170 1775905753.050000
119 175 1775905753.067000
124 180 1775905753.084000
129 182 1775905753.100000
134 183 1775905753.117000
137 183 1775905753.134000
139 179 1775905753.150000
140 172 1775905753.167000
141 164 1775905753.183000
142 156 1775905753.200000
142 148 1775905753.216000
142 141 1775905753.233000
140 137 1775905753.250000
138 137 1775905753.266000
137 137 1775905753.283000

STROKE 2
115 169 1775905754.706000
117 159 1775905754.782000
121 157 1775905754.798000
125 156 1775905754.815000
129 155 1775905754.831000
133 155 1775905754.848000
135 156 1775905754.864000
135 158 1775905754.881000

STROKE 3
151 127 1775905755.256000
142 130 1775905755.314000
137 131 1775905755.330000
132 131 1775905755.347000
127 130 1775905755.364000
124 124 1775905755.380000
123 117 1775905755.397000
123 109 1775905755.414000
127 102 1775905755.430000
135 99 1775905755.447000
144 99 1775905755.464000
152 99 1775905755.480000
156 102 1775905755.497000
157 107 1775905755.513000
157 113 1775905755.530000
157 118 1775905755.546000
157 124 1775905755.563000
154 128 1775905755.580000

STROKE 4
179 154 1775905756.321000
177 164 1775905756.379000
177 168 1775905756.395000
174 171 1775905756.412000
172 174 1775905756.429000
169 176 1775905756.446000
165 176 1775905756.462000
161 176 1775905756.479000
158 172 1775905756.496000
156 166 1775905756.512000
156 159 1775905756.528000
156 152 1775905756.545000
159 147 1775905756.562000
165 144 1775905756.578000
171 143 1775905756.595000
175 143 1775905756.611000
177 144 1775905756.628000
177 149 1775905756.645000
177 153 1775905756.661000
177 158 1775905756.678000
176 165 1775905756.695000

STROKE 5
179 163 1775905756.887000
182 149 1775905756.911000
185 144 1775905756.928000
190 141 1775905756.944000
195 141 1775905756.961000
200 141 1775905756.978000
204 144 1775905756.994000
207 149 1775905757.011000
208 155 1775905757.028000
208 160 1775905757.044000
208 165 1775905757.061000
208 169 1775905757.077000
208 172 1775905757.094000

STROKE 6
204 141 1775905757.253000
192 133 1775905757.361000
191 125 1775905757.378000
191 118 1775905757.394000
194 115 1775905757.411000
204 115 1775905757.427000
232 124 1775905757.444000

