STROKE 1
138 139 1775798587.456000
136 127 1775798587.467000
136 122 1775798587.484000
138 121 1775798587.501000
142 121 1775798587.517000
146 121 1775798587.534000
151 122 1775798587.550000
156 125 1775798587.567000
158 130 1775798587.584000
158 136 1775798587.601000
158 142 1775798587.617000
155 150 1775798587.634000
148 157 1775798587.651000
140 161 1775798587.667000
132 162 1775798587.684000
126 162 1775798587.701000
122 156 1775798587.717000
122 149 1775798587.734000
122 143 1775798587.751000
125 137 1775798587.767000
130 133 1775798587.783000
137 131 1775798587.800000
141 131 1775798587.816000
142 131 1775798587.833000
142 133 1775798587.850000
142 138 1775798587.866000
141 143 1775798587.883000
135 152 1775798587.900000

STROKE 2
173 126 1775798588.224000
167 127 1775798588.283000
167 134 1775798588.300000
167 138 1775798588.317000
167 142 1775798588.317000
169 149 1775798588.333000
176 153 1775798588.350000
185 154 1775798588.366000
195 154 1775798588.383000
202 151 1775798588.400000
205 145 1775798588.416000
205 136 1775798588.433000
205 127 1775798588.450000
202 120 1775798588.466000
200 116 1775798588.483000
198 115 1775798588.499000
198 115 1775798588.516000

STROKE 3
203 117 1775798588.674000
196 121 1775798588.749000
194 121 1775798588.766000
192 121 1775798588.767000
189 116 1775798588.782000
187 108 1775798588.799000
187 98 1775798588.816000
187 91 1775798588.832000
192 86 1775798588.849000
202 86 1775798588.865000
234 89 1775798588.882000

