STROKE 1
117 145 1775710246.179000
121 133 1775710246.205000
125 131 1775710246.222000
130 130 1775710246.238000
136 130 1775710246.255000
143 133 1775710246.272000
149 137 1775710246.289000
152 142 1775710246.305000
154 148 1775710246.322000
154 154 1775710246.338000
154 160 1775710246.355000
153 166 1775710246.372000
149 171 1775710246.388000
144 175 1775710246.405000
139 177 1775710246.422000
134 179 1775710246.438000
130 179 1775710246.455000
128 179 1775710246.472000
127 178 1775710246.488000
127 173 1775710246.505000
130 169 1775710246.521000
135 166 1775710246.538000
141 165 1775710246.555000
144 165 1775710246.571000
147 165 1775710246.588000
150 166 1775710246.605000

STROKE 2
169 140 1775710246.814000
169 137 1775710246.854000
169 144 1775710246.871000
169 153 1775710246.888000
171 166 1775710246.904000
172 179 1775710246.921000
173 192 1775710246.937000
173 202 1775710246.954000
173 209 1775710246.971000
173 213 1775710246.988000
169 215 1775710247.004000
164 217 1775710247.021000
158 217 1775710247.037000
154 217 1775710247.054000
150 211 1775710247.071000
149 204 1775710247.087000
149 195 1775710247.104000

STROKE 3
180 144 1775710247.310000
181 142 1775710247.387000
181 151 1775710247.404000
183 163 1775710247.420000
184 175 1775710247.437000
186 187 1775710247.453000
188 197 1775710247.470000
189 204 1775710247.487000
190 210 1775710247.503000
192 211 1775710247.520000
194 211 1775710247.537000
196 211 1775710247.554000
198 209 1775710247.570000
202 206 1775710247.586000
204 205 1775710247.603000

STROKE 4
199 147 1775710247.810000
202 152 1775710247.886000
203 155 1775710247.903000
204 158 1775710247.904000
209 163 1775710247.919000
212 166 1775710247.936000
217 168 1775710247.953000
220 168 1775710247.970000
223 167 1775710247.986000
225 162 1775710248.003000
226 155 1775710248.019000
226 148 1775710248.036000
226 143 1775710248.052000
226 141 1775710248.069000

STROKE 5
233 130 1775710248.258000
224 130 1775710248.369000
220 129 1775710248.385000
216 124 1775710248.402000
213 116 1775710248.419000
213 109 1775710248.435000
213 103 1775710248.452000
221 101 1775710248.469000
232 101 1775710248.485000
242 104 1775710248.501000

